[1.084081741362965, 'partial reparation court']
[0.7617232459994306, 'officer authorised law']
[0.7617232459994306, 'judge officer authorised']
[0.7554440910203082, 'pre trial detention']
[0.7543624390368897, 'exercise judicial power']
[0.7484211335933205, 'sine qua non']
[0.742708685481966, 'detention certain lapse']
[0.7389543446244479, 'appear case presented']
[0.7382474487205193, 'lapse time longer']
[0.732155204928338, 'condition sine qua']
[0.7317496968542532, 'article 27 convention']
[0.7222847902047418, 'accused charged offence']
[0.7141922179646075, 'brought promptly judge']
[0.7139893147137505, 'reasonable suspicion person']
[0.7087996511173879, 'committed offence condition']
[0.7087996511173879, 'offence condition sine']
[0.7082631056182774, 'nature offence state']
[0.7070065212967495, 'article shall brought']
[0.7056805283072396, 'person arrested committed']
[0.703185913540674, 'false testimony obstruct']
[0.7031846147444976, 'court notes complaint']
[0.7006957548203026, 'notes complaint manifestly']
[0.6985062066063539, 'agent mr zaytsev']
[0.6970058920704264, 'preventive measures imposed']
[0.6936125512136972, 'suspicion person arrested']
[0.6895781221996244, 'diligence conduct proceedings']
[0.6844674560835687, 'certain lapse time']
[0.6836208643522107, 'grounds relevant sufficient']
[0.6785041516007027, 'offence state evidence']
[0.6755165238844547, 'detention remand imposed']
[0.6752829403888498, 'liberty grounds relevant']
[0.6743009655652087, 'continued detention certain']
[0.6724178414928622, 'present case court']
[0.6705687238970741, 'deprivation liberty grounds']
[0.6687092362718283, 'law secure proper']
[0.6656848306332842, 'nations convention rights']
[0.660741794051428, 'russian government government']
[0.6596205947389931, 'continued detention justified']
[0.6531990467730513, 'specific indications genuine']
[0.6520618556701032, 'court filed indictment']
[0.6474138217413932, 'detained obliged consider']
[0.6474138217413932, 'released detained obliged']
[0.6470621095932152, 'russian federation european']
[0.6470621095932152, 'federation european court']
[0.6468383572413563, 'article 35 convention']
[0.6437641438270053, 'security court filed']
[0.6437392371226356, 'special diligence conduct']
[0.6433234626363239, 'incumbent domestic authorities']
[0.6433234626363239, 'domestic authorities establish']
[0.6432333397139655, 'european commission human']
[0.6348360311079132, 'given judicial authorities']
[0.6348360311079132, 'grounds given judicial']
[0.6321153891109709, '448 civil code']
[0.6296759448529956, 'genuine requirement public']
[0.6293463173496097, 'public notwithstanding presumption']
[0.628674560420028, 'commission human rights']
[0.6244007595049156, 'indications genuine requirement']
[0.6214962194235347, 'national authorities displayed']
[0.6173937298948128, 'rule respect individual']
[0.6163762599697797, 'poland lodged court']
[0.613379550862171, 'notwithstanding presumption innocence']
[0.6093906952154375, 'tax chargeable costs']
[0.6084535453092154, 'republic bulgaria lodged']
[0.6083942260876554, 'requirement public notwithstanding']
[0.607175896341982, 'given case specific']
[0.607175896341982, 'case specific indications']
[0.6046025025130328, 'respect individual liberty']
[0.5891016200294551, 'russian federation lodged']
[0.5879368101636577, 'court repeatedly held']
[0.5841407642818386, 'real risk absconding']
[0.5837421837421837, 'period detention remand']
[0.5804243232229891, 'represented agent mr']
[0.5797966556434893, 'proper conduct criminal']
[0.5795666419123966, 'declared application partly']
[0.5768239492466297, 'application republic bulgaria']
[0.5764411950347148, 'freedoms convention turkish']
[0.5725972058650565, 'chargeable costs expenses']
[0.569994574064026, 'federation lodged court']
[0.569745423942773, 'convention rights child']
[0.5665209522092481, 'represented mr laptev']
[0.5589776632302406, 'effective investigation capable']
[0.5570597841459065, 'prevention torture inhuman']
[0.5544403126091954, 'according special features']
[0.5539506312702189, 'freedoms convention bulgarian']
[0.5494386778725318, 'national judicial authorities']
[0.5480344080372973, 'breach article convention']
[0.5479813326870615, 'iii alleged violation']
[0.5464465939595147, 'court release ordered']
[0.5464465939595147, 'ordered detention lawful']
[0.5464465939595147, 'speedily court release']
[0.5453503619931254, 'case according special']
[0.5428295076552878, 'permanent place residence']
[0.5426595608990533, 'decided speedily court']
[0.5426595608990533, 'release ordered detention']
[0.5413132903356863, 'turkey lodged court']
[0.5392771773643972, 'examine facts arguing']
[0.5389576297051192, 'shall decided speedily']
[0.5389576297051192, 'shall entitled proceedings']
[0.5386719865494881, 'basis reasons given']
[0.5363182774977613, 'prolong detention remand']
[0.5358776154298547, 'liberty arrest detention']
[0.5337327811554615, 'obstruct proper course']
[0.5288501465285723, 'originated application republic']
[0.5287795504688038, 'proceedings lawfulness detention']
[0.5282761522668078, 'application ukraine lodged']
[0.5282761522668078, 'originated application ukraine']
[0.526860972330028, 'applicant complained article']
[0.5251420155691142, 'bulgaria lodged court']
[0.5249200807092537, 'period taken consideration']
[0.5245351114276002, 'agent mr wo\\u0142\\u0105siewicz']
[0.5234062697243846, 'human rights commission']
[0.5230675947354887, 'detention shall entitled']
[0.5230675947354887, 'arrest detention shall']
[0.5230675947354887, 'deprived liberty arrest']
[0.5230675947354887, 'entitled proceedings lawfulness']
[0.5230675947354887, 'detention shall decided']
[0.5230675947354887, 'lawfulness detention shall']
[0.5218785796105384, 'case require depart']
[0.5211209730440499, 'applicant appeals court']
[0.5196724495931933, 'european committee prevention']
[0.5152753973517221, 'representative russian federation']
[0.5138777976668676, 'freedoms convention polish']
[0.5135799399422375, 'particular difficulties investigation']
[0.5124009247720588, 'freedoms convention russian']
[0.5121498719192568, 'bulgarian government government']
[0.511417390983567, 'committee prevention torture']
[0.5099620943353987, '000 euros eur']
[0.5089876826728129, 'complained article convention']
[0.5079033337796224, 'principle presumption innocence']
[0.5077175319900197, 'detention pending trial']
[0.5073000639485311, 'shall deprived liberty']
[0.5050187762555093, 'reasonable suspicion applicant']
[0.5041348154382027, 'convention russian national']
[0.5024754223978175, 'application partly admissible']
[0.5005283681705365, 'court s\\u0105d rejonowy']
[0.49854547920879994, 'euros eur respect']
[0.4981810129085535, 'district court s\\u0105d']
[0.498023409038059, 'convention polish national']
[0.4979534202362673, 'liberty save following']
[0.4979534202362673, 'following cases accordance']
[0.4979534202362673, 'save following cases']
[0.4978586159834295, 'respect non pecuniary']
[0.4976604547595961, 'commission article 25']
[0.49478201656452403, 'accordance procedure prescribed']
[0.49478201656452403, 'procedure prescribed law']
[0.4928419383112818, 'mr matyushkin representative']
[0.4928419383112818, 'matyushkin representative russian']
[0.4927585591358819, 'effected purpose bringing']
[0.4919743579537394, 'suspicion applicant committed']
[0.49180584714693076, 'person shall deprived']
[0.49180584714693076, 'security person shall']
[0.49168945928887015, 'special problems does']
[0.4910867016973915, 'article convention provides']
[0.48769198401009883, 'manifestly ill founded']
[0.48753514526710406, 'convention account conditions']
[0.4872633715291498, 'applicant pre trial']
[0.48471117003336484, 'relevant element assessment']
[0.48296831203382584, 'right liberty security']
[0.4827453474360691, 'judicial power respected']
[0.48274504537357693, 'element assessment risk']
[0.48274504537357693, 'faced relevant element']
[0.4824395714563704, 'cases accordance procedure']
[0.48008712692303424, 'remand shall imposed']
[0.4794631714731205, 'competent legal authority']
[0.4785928409530077, 'provisional release pending']
[0.4781000329546532, 'arrest detention person']
[0.4778548312528896, 'limb article does']
[0.4771758208696003, 'particular circumstances case']
[0.4764691128075191, 'awards applicant eur']
[0.4756409239375994, 'days judicial intervention']
[0.47486793995623555, 'detention person effected']
[0.4741135153506288, 'judicial power shall']
[0.4725204615601129, 'prescribed law lawful']
[0.4720672368868245, 'drawing inferences foundedness']
[0.4720672368868245, 'inferences foundedness applicant']
[0.4713603302841751, 'criminal charge entitled']
[0.4669274978553329, 'accordance article 35']
[0.4655738418442873, 'follows arrested detained']
[0.46450798477023, 'instant case require']
[0.46346492330902694, 'force september 1998']
[0.46046404543245256, 'longer suffices court']
[0.4596385615073019, 'determination criminal charge']
[0.45949926362297494, 'investigation terrorist offences']
[0.459418256524728, 'reasons given decisions']
[0.4589791651647322, 'purpose bringing competent']
[0.4589791651647322, 'bringing competent legal']
[0.4584192439862542, 'fixing appropriate bail']
[0.4584192439862542, 'care fixing appropriate']
[0.4584192439862542, 'authorities care fixing']
[0.4576976421636616, 'article does judicial']
[0.4568874830415635, 'compatible human dignity']
[0.4567919951485749, 'liberty security person']
[0.45618556701030927, 'grounds detention remand']
[0.45589230733160535, 'law lawful arrest']
[0.45443971217167095, 'represented mr matyushkin']
[0.45346360193561963, 'foundedness applicant allegations']
[0.45289914362079314, 'essentially basis reasons']
[0.4519030946641883, 'turkish government government']
[0.450455687429611, 'entered force september']
[0.45016841688131565, 'consideration essentially require']
[0.4499053229539238, 'authorities courts determine']
[0.4499053229539238, 'case presented particular']
[0.44943492313641364, 'pre trial investigation']
[0.4489894865775237, 'proper course proceedings']
[0.4484909960433959, 'supreme court cassation']
[0.4474444989908907, 'raise issue article']
[0.44668778106698315, 'second limb article']
[0.44446040925799535, 'presumption favour release']
[0.4442987680979791, 'application russian federation']
[0.4442987680979791, 'originated application russian']
[0.44425757235990154, 'september 1998 defines']
[0.44348315554461537, 'applicant detention remand']
[0.4434172560026801, 'court called decide']
[0.44219498611137004, 'decide violation article']
[0.4405134885767796, 'suffices court establish']
[0.44038698430880563, 'called decide violation']
[0.4398075464949242, '000 respect non']
[0.43966216825463617, 'remand x2011 called']
[0.43890967913276513, 'criminal procedure 1997']
[0.4387264874044338, 'assessment risk absconding']
[0.43857220792123314, 'domestic law practice']
[0.43794144372469745, 'called preventive measures']
[0.43777233682902045, 'republic poland lodged']
[0.43736215226928177, 'appeals court called']
[0.43662060424127136, 'application time article']
[0.43658975617738505, 'continued detention indispensable']
[0.43658975617738505, 'appropriate bail deciding']
[0.43635598569324635, 'time article 29']
[0.4353734972771176, 'correspondence cases shall']
[0.43524917497087146, 'preventive measure applied']
[0.4338861497086509, 'responsibility damage act']
[0.43313287514318444, 'rise drawing inferences']
[0.43023039290369547, 'blanche article arrest']
[0.43023039290369547, 'occasions investigation terrorist']
[0.42912250477210195, 'legal authority reasonable']
[0.428925188530041, 'authority reasonable suspicion']
[0.42744117546323246, 'applicant government filed']
[0.4228908058068588, 'human dignity detainee']
[0.42226676848669975, 'mr laptev representative']
[0.42226676848669975, 'laptev representative russian']
[0.4214855364437158, '1998 defines detention']
[0.42103492327184205, 'period applicant detention']
[0.41999263622974964, 'abscond investigation trial']
[0.41953225883590795, 'application republic turkey']
[0.41917908877660925, 'arrest suspect placed']
[0.4178084893751315, 'treatment punishment cpt']
[0.4158589896439676, 'state right liberty']
[0.41565763432897523, 'article convention applicant']
[0.41424168349452645, 'detention police custody']
[0.41327442317133034, 'convention turkish national']
[0.41190253045923153, 'offences undoubtedly presents']
[0.41190253045923153, 'terrorist offences undoubtedly']
[0.41190253045923153, 'undoubtedly presents authorities']
[0.4111215245235864, 'investigation authorities courts']
[0.41108504107365657, 'according court case']
[0.41031612836935305, 'protect community terrorism']
[0.4096937098461079, 'criminal procedure russian']
[0.409169494781328, 'article 103 code']
[0.40796260598227774, 'assessed case according']
[0.40789757875867644, 'decided notice application']
[0.4069411538707818, 'right freedom personal']
[0.4067267683772539, 'fell outside strict']
[0.40524145609110057, 'manifestly ill x2011']
[0.40405440526726155, 'authorising applicant detention']
[0.40391041592605764, 'access natural light']
[0.4037590121959437, '52 rules court']
[0.40354002425712543, 'trial detention centre']
[0.40234761391862484, 'judicial power meaning']
[0.40113250772655556, 'pursuant article 35']
[0.4011004584858052, 'suspect placed custody']
[0.4010651433331846, 'security court dismissed']
[0.4007118311242023, 'material possession far']
[0.400542858711813, 'lawfulness applicant detention']
[0.39971976763213873, 'failure government submit']
[0.39926662859547346, '168 criminal code']
[0.39926662859547346, 'article 168 criminal']
[0.3980212227634908, 'account conditions applicant']
[0.39770093217792396, 'code execution criminal']
[0.39770093217792396, 'execution criminal sentences']
[0.3974250040483968, 'court finds applicant']
[0.39179255207237534, 'required article convention']
[0.3912120159079501, 'days brought judge']
[0.390394882179676, 'competent national authorities']
[0.3898846941341284, 'expression state evidence']
[0.38933952855984266, 'legal aid council']
[0.38933952855984266, 'aid council europe']
[0.3891193138943677, 'present case applicant']
[0.38880706921944036, 'case proceedings concerned']
[0.38780746970519075, 'measures expressly foreseen']
[0.3876621068231448, 'act federal law']
[0.38717928842725363, 'regarded independent parties']
[0.3869845360824743, 'addition payment compensation']
[0.38692008034262826, 'reasonable time requirement']
[0.38619627794885525, 'material time prosecutor']
[0.38618210170666206, 'police custody lasted']
[0.38618210170666206, 'lasted days hours']
[0.38528526605622077, 'court accepts suspicion']
[0.38528526605622077, 'accepts suspicion applicant']
[0.3850438889098683, 'republic turkey lodged']
[0.3841728825623836, 'article shall enforceable']
[0.38390346766635425, 'factors considered respect']
[0.38390346766635425, 'proceedings complexity special']
[0.38390346766635425, 'characteristics investigation factors']
[0.38390346766635425, 'conduct proceedings complexity']
[0.38390346766635425, 'investigation factors considered']
[0.38390346766635425, 'special characteristics investigation']
[0.38390346766635425, 'complexity special characteristics']
[0.3837342497136311, 'file state security']
[0.38357191836830795, 'consequences given action']
[0.38357191836830795, 'given action entail']
[0.3831267938298333, 'prosecutor general office']
[0.3816048864040332, 'factor existence persistence']
[0.3816048864040332, 'evidence relevant factor']
[0.3816048864040332, 'general expression state']
[0.3808638276080318, 'applicant continued detention']
[0.38050416328395587, 'meaning article convention']
[0.37959023880986564, 'court russian federation']
[0.3790335450512272, 'set time limit']
[0.37861758426055764, 'having regard relevant']
[0.3783413922087401, 'degree reasonable circumstances']
[0.37823596792668956, 'custody lasted days']
[0.3780495613754242, 'relevant factor existence']
[0.3779815117738806, 'detention remand shall']
[0.3775667394579588, 'respect court agrees']
[0.3759348487614113, 'decisive element court']
[0.3742268041237114, 'light court concludes']
[0.3738954344624448, 'health liberty honour']
[0.3738954344624447, 'period runs date']
[0.37345942175025193, 'conditions essential lawfulness']
[0.37325478645066273, 'polish legislation force']
[0.3727704140075274, 'case file state']
[0.37158884172225587, 'court dismissed applicant']
[0.3712131049676776, 'hearing reasonable time']
[0.37096570586997685, 'presents authorities special']
[0.37096570586997685, 'authorities special problems']
[0.37019838000720795, 'polish national mr']
[0.36998163839106407, 'court accept necessary']
[0.3699489138438881, 'article convention iv']
[0.3688179098303659, 'court extended applicant']
[0.36720667648502703, 'convention government argued']
[0.36609884212290544, 'defines detention remand']
[0.36512112132446295, 'procedure 1997 entered']
[0.364157817223471, 'supreme court russian']
[0.3636117495754743, 'foresee degree reasonable']
[0.35911761445516016, 'liable damage caused']
[0.3590668122639994, 'case court notes']
[0.35752419524510837, 'bail police supervision']
[0.3563841803527435, 'application republic poland']
[0.3555649063749211, 'independence impartiality required']
[0.35529247384917484, 'access information capable']
[0.35529247384917484, 'respondent government access']
[0.35505853573300716, 'power meaning article']
[0.3539912084109871, 'rule admissibility merits']
[0.3531692211203011, 'facts mentioned applicant']
[0.35181696749666064, 'human rights correspondence']
[0.3514547962265194, 'explanation rise drawing']
[0.35108665366397324, 'reasonable time tribunal']
[0.3506256156620645, 'circumstances consequences given']
[0.3506256156620645, 'reasonable circumstances consequences']
[0.3499263622974963, 'time prosecutor regarded']
[0.3494108983799705, 'inhuman degrading treatment']
[0.3492409652203467, 'summarised court judgments']
[0.3486190408941433, 'preventive measures measures']
[0.3477418737606253, 'section court rule']
[0.3477418737606253, 'court rule 52']
[0.34738586156111934, 'regard relevant factors']
[0.3457000897410642, 'iv alleged violation']
[0.3455061814388802, 'entitled hearing reasonable']
[0.34313725490196073, 'regional court s\\u0105d']
[0.34282407855980157, 'torture inhuman degrading']
[0.34282407855980157, 'degrading treatment punishment']
[0.34221635860713556, 'subjected torture inhuman']
[0.34221635860713556, 'shall subjected torture']
[0.3404414515525626, 'length detention remand']
[0.3384984594088141, 'incompatible article convention']
[0.3383869011522135, 'expressly mentioned domestic']
[0.337907660930807, 'court rule finding']
[0.3378901610527816, 'state evidence relevant']
[0.3375932348330087, 'concerned organised crime']
[0.3370201656943445, 'committed criminal offence']
[0.33521685551982205, 'persistence indications guilt']
[0.33521685551982205, 'existence persistence indications']
[0.33473092290238243, 'case law applicant']
[0.3333582952663855, 'article 263 code']
[0.3328362402472497, 'article convention account']
[0.332775126129186, 'complaint article convention']
[0.3310423825887744, 'torture ill treatment']
[0.3308436776772565, '263 code criminal']
[0.3306917268625663, '97 account gravity']
[0.3301864467650915, 'moscow city court']
[0.3299351605684448, 'principle legal certainty']
[0.3297983128031008, 'section chamber consider']
[0.3294059891998036, 'investigating prosecutor investigative']
[0.3294059891998036, 'prosecutor investigative stage']
[0.329285575346653, 'government objected joint']
[0.329285575346653, 'objected joint examination']
[0.329285575346653, 'joint examination admissibility']
[0.32777285555861974, 'stated applicant appeals']
[0.3269053451469332, '27 convention constituted']
[0.3269053451469332, 'convention constituted provided']
[0.32689233144054247, 'detention remand article']
[0.32675600796169246, 'european court human']
[0.3264807669681146, '128 code criminal']
[0.3264202419179603, 'purpose protect community']
[0.3246206963625754, 'court human rights']
[0.32449680903289146, 'prospect loss security']
[0.32449680903289146, 'act sufficient deterrent']
[0.32446031723080926, '18 december 2001']
[0.3234603538730685, 'days hours judicial']
[0.3233650560370394, 'rule article convention']
[0.32325508435287265, 'relevant provisions code']
[0.3228355176078, 'proof detained person']
[0.3228355176078, 'tantamount overturning rule']
[0.3228355176078, 'detained person matters']
[0.3228355176078, 'burden proof detained']
[0.3228355176078, 'overturning rule article']
[0.3228355176078, 'shifting burden proof']
[0.3210102304673597, 'substantive conditions essential']
[0.3210102304673597, 'procedural substantive conditions']
[0.32088074456186216, 'charge entitled hearing']
[0.31981148748159055, 'facts stated applicant']
[0.31962653180315115, '000 russian roubles']
[0.3195608515196144, 'detention end hearing']
[0.31861838047405056, 'case trial court']
[0.3181127869136551, 'reads far relevant']
[0.3177711019872413, 'using identical stereotyped']
[0.3167257268909455, 'applicant request release']
[0.3166004704816106, 'risk absconding offending']
[0.31630740393626994, 'promptness assessed case']
[0.3158728277818217, 'identical stereotyped terms']
[0.3157987487884395, 's\\u0105d rejonowy remanded']
[0.31550737584200483, 'contrary article convention']
[0.31423773820681034, 'article 128 code']
[0.3130128339995792, 'impartial purposes article']
[0.31220126603190923, 'existence concrete facts']
[0.31149196958932046, 'applicant granted legal']
[0.31101409636019356, 'copy applicant medical']
[0.310841878085605, 'convention bulgarian national']
[0.3099711715973552, 'applicant complained length']
[0.3097716174221871, 'severity anticipated penalty']
[0.3094573310423826, 'fundamental right liberty']
[0.30944828367508775, 'lasts longer certain']
[0.3090644728572367, 'convention provision makes']
[0.30813683872578745, 'hours judicial control']
[0.30733839927723666, 'material case file']
[0.3073253505794967, 'decided rule admissibility']
[0.3069055801014564, 'hearing took place']
[0.30583519631616607, 'district court moscow']
[0.3046799271244285, 'court reiterates article']
[0.3046099980548531, 'mentioned applicant appeals']
[0.30373638621061305, 'obtain voluminous evidence']
[0.3026215286618307, 'purpose article convention']
[0.30247580879057134, 'exceeding unavoidable level']
[0.30247580879057134, 'unavoidable level suffering']
[0.30216537934189, 'having regard material']
[0.30184429572104765, 'length pre trial']
[0.3016198624761638, 'choice bringing accused']
[0.3016198624761638, 'reasonable time granting']
[0.3016198624761638, 'accused trial reasonable']
[0.3016198624761638, 'does judicial authorities']
[0.3016198624761638, 'authorities choice bringing']
[0.3016198624761638, 'granting provisional release']
[0.3016198624761638, 'time granting provisional']
[0.3013569355276892, 'intensity exceeding unavoidable']
[0.30072919285893895, 'calculated date judgment']
[0.3003748828491096, 'belonged executive branch']
[0.3, 'challenged length detention']
[0.2998360967266853, 'need continue deprivation']
[0.2998137188402098, 'court s\\u0105d okr\\u0119gowy']
[0.29968901887096827, 'applicant personal situation']
[0.29731027577124775, 'appropriate advice foresee']
[0.29731027577124775, 'advice foresee degree']
[0.2971600149496275, 'periods detention remand']
[0.2968442219525715, 'provisions code criminal']
[0.2962306701030928, 'measures measures restraint']
[0.2960235640648012, 'investigative stage trial']
[0.2957311011788019, 'case assigned newly']
[0.2955817378497791, 'lack clear foreseeable']
[0.29553835614441676, 'departure rule respect']
[0.2931934330100514, 'basis case law']
[0.2929689630720559, 'cases concerning organised']
[0.29294601594637143, 'need obtain voluminous']
[0.29269385925593905, 'government claiming non']
[0.29254838126243443, 'applicant maintained complaint']
[0.2923689521627666, 'whatsoever maintaining applicant']
[0.2920553100965472, 'applicant sought award']
[0.29186999960195836, '50 art 50']
[0.29186999960195836, 'article 50 art']
[0.29123383019239607, 'bulgarian national mr']
[0.2911797333741369, 'republic moldova lodged']
[0.2911797333741369, 'moldova lodged court']
[0.2911729759885427, 'level suffering inherent']
[0.2911729759885427, 'suffering inherent detention']
[0.2897713063050546, 'objection court dismissed']
[0.2897713063050546, 'merits application having']
[0.2897713063050546, 's\\u0105d rejonowy ordered']
[0.2895437399142778, 'alleged criminal activities']
[0.28952834107473285, 'legal aid represented']
[0.28851251840942566, 'guarantee article requires']
[0.28851251840942566, 'article requires global']
[0.28851251840942566, 'periods pending trial']
[0.28851251840942566, 'detained separate periods']
[0.28851251840942566, 'requires global assessment']
[0.28851251840942566, 'person detained separate']
[0.28851251840942566, 'separate periods pending']
[0.2878775179504372, 'detainee right respect']
[0.2878775179504372, 'maintaining contact close']
[0.2878775179504372, 'assist maintaining contact']
[0.2878775179504372, 'contact close family']
[0.28718703976435933, 'attributes independence impartiality']
[0.28718703976435933, 'endowed attributes independence']
[0.28717393697031957, 'art 32 art']
[0.28717393697031957, '32 art 47']
[0.2859378721377292, 'exhaust domestic remedies']
[0.28571428571428575, 'judgment istanbul state']
[0.28571428571428575, 'similar objections government']
[0.2855301914580265, 'failed exhaust domestic']
[0.2853460972017673, 'persons unlawfully arrested']
[0.2850962549968441, 'promptly judge judicial']
[0.28445192509993683, 'rule 54a rules']
[0.28445192509993683, '54a rules court']
[0.28375671200797664, 'court does consider']
[0.2836921879909626, 'general risk flowing']
[0.2836111997176656, 'particular complexity case']
[0.2827687776141385, 'compensation respect deprivation']
[0.2827687776141385, 'apply compensation respect']
[0.2821975275583523, 'allegations failure government']
[0.28218581246931757, 'state responsibility damage']
[0.28212444771723116, 'court considers failing']
[0.281666988762198, 'determine facts degree']
[0.28128888197653756, 'gravity charges applicant']
[0.281217126025668, 'expression accordance law']
[0.281217126025668, 'authorities establish demonstrate']
[0.2805869197621775, 'relatively longer period']
[0.28035414597390146, 'effected conditions contrary']
[0.28035414597390146, 'liberty effected conditions']
[0.2797507200533964, 'persons deprived liberty']
[0.27915001051967187, 'read follows article']
[0.2788791964049696, 'security court convicted']
[0.27835051546391754, 'region personal surety']
[0.27835051546391754, 'surety bail detention']
[0.2782979171049863, 'facts degree alleged']
[0.2777482552166365, 'lawfulness set convention']
[0.2777482552166365, 'standard lawfulness set']
[0.277613661819447, 'hardship intensity exceeding']
[0.277613661819447, 'distress hardship intensity']
[0.27759617802363595, 'limitations private family']
[0.27739657249966526, 'kyiv city court']
[0.27733732271655687, 'applicant detention grounds']
[0.2770682925322101, 'respect deprivation liberty']
[0.27655048273604976, 'impartiality required article']
[0.27583133090458106, 'aims listed paragraph']
[0.27545103092783507, 'ill treatment court']
[0.2751691116934121, 'conformity national law']
[0.27512637821916175, 'does appear case']
[0.2750033471682956, 'granted legal aid']
[0.27485619807152584, 'taking consideration gravity']
[0.27485619807152584, 'consideration gravity offence']
[0.2740640148593021, 'damage costs expenses']
[0.273686794305351, 'group does appear']
[0.2733853439117315, 'exceeded reasonable time']
[0.27334052177572066, '41 rules court']
[0.27334052177572066, 'rule 41 rules']
[0.2722763801003811, 'requirements article convention']
[0.2717266796155187, 'unlawfully arrested detained']
[0.2707189717498996, 'preliminary objections similar']
[0.2707189717498996, 'objections similar cases']
[0.27071897174989956, 'examined rejected government']
[0.27071897174989956, 'rejected government preliminary']
[0.2707189717498995, 'law practice force']
[0.2707189717498995, 'practice force material']
[0.2707095209217708, 'proceedings concerned organised']
[0.2697476492579585, 'establishment truth criminal']
[0.26901523413653794, 'provisions article shall']
[0.26901015425160835, 'repeatedly held severity']
[0.26886966126656847, 'examined government objection']
[0.2687106707725264, 'detention covered court']
[0.26846669939453444, 'voluminous evidence sources']
[0.26840942562592046, 'convention account unreasonable']
[0.2678200329477784, 'complied possible apply']
[0.2678200329477784, 'possible apply compensation']
[0.2676086500284822, 'public prosecutor office']
[0.2674674368341526, 'longer certain period']
[0.26670548344007944, 'reiterates falls place']
[0.26661056175047343, 'taken consideration instant']
[0.266518014856005, 'applicant deprivation liberty']
[0.26588265511051123, '98 necessary suspect']
[0.26588265511051123, 'article 98 necessary']
[0.26536632114494296, 'article convention provision']
[0.26493564705129025, 'government disputed claims']
[0.26468053771190425, 'study case file']
[0.2634284602773224, 'previous criminal record']
[0.2633586344926551, 'existence general risk']
[0.26329354313619097, 'addition justified necessary']
[0.26329354313619097, 'justified necessary democratic']
[0.2631898120072771, 'judgments similar cases']
[0.2631898120072771, 'court judgments similar']
[0.26203376420788965, 'article convention relevant']
[0.2619840640459198, 'reads follows right']
[0.2617115282173409, 'importance democratic society']
[0.2613319036295736, 'detention ceases reasonable']
[0.26104393486848443, 'view taking consideration']
[0.26104393486848443, 'point view taking']
[0.2608239406700921, 'trial detention relevant']
[0.260503105065594, 'article convention seen']
[0.26030355521301524, 'pecuniary damage costs']
[0.26019473081328753, 'interference rights article']
[0.26003481055027444, 'rule 25 case']
[0.25934153962504486, 'review lawfulness detention']
[0.25893275538894095, 'rule finding violation']
[0.25838509316770186, 'solely basis severity']
[0.25823660875207266, 'court reiterates falls']
[0.25790017601515197, 'alleged violations article']
[0.2576252374549102, 'diyarbak\\u0131r state security']
[0.2575272687636724, 'detention grounds regarded']
[0.25748089867649815, 'complained conditions detention']
[0.2572025373723372, 'zaytsev ministry justice']
[0.25659767240523257, 'essential lawfulness convention']
[0.2559921668905469, 'circumstances court finds']
