[1.2461716444765463, 'procedure case originated']
[0.47034465450895097, 'russian federation european']
[0.47034465450895097, 'russian government government']
[0.47034465450895097, 'federation lodged court']
[0.47034465450895097, 'federation european court']
[0.47034465450895097, 'russian federation lodged']
[0.47034465450895097, 'russia european court']
[0.4639822624658894, 'rights freedoms defined']
[0.46330935251798566, 'serbia european court']
[0.46330935251798566, 'disseminate information shall']
[0.46121175348877524, 'bounds particular respect']
[0.46093522788649305, 'actually necessarily incurred']
[0.4608812949640288, 'placed exercise rights']
[0.46029986355742986, 'shall interference public']
[0.46029986355742986, 'exercise right accordance']
[0.46029986355742986, 'right accordance law']
[0.45811207008206856, 'expression guaranteed article']
[0.4574049498265465, 'democratic society protection']
[0.45677336482677827, 'wholly unrestricted freedom']
[0.45677336482677827, 'guarantee wholly unrestricted']
[0.45468888047456774, 'shall subjected torture']
[0.4533501725265556, 'chargeable applicant respect']
[0.44934233336222595, 'certain bounds particular']
[0.4491020258853449, 'pursued legitimate aims']
[0.4489615854486222, 'careful scrutiny court']
[0.4486108083230385, 'margin goes hand']
[0.44688954718578083, 'receiving information wish']
[0.4446829166748916, 'human rights sitting']
[0.44106069214287724, 'place public human']
[0.4408917310595967, 'judgments susceptible proof']
[0.4408917310595967, 'value judgments susceptible']
[0.4406984533830426, 'subjected torture inhuman']
[0.4406984533830426, 'torture inhuman degrading']
[0.4406984533830426, 'degrading treatment punishment']
[0.44000513874614594, 'means social communication']
[0.439567240217043, 'composed following judges']
[0.43916351694987826, '26 april 1979']
[0.438975722536158, 'place national authorities']
[0.43794701847851164, 'limited margin appreciation']
[0.43772325135061024, 'turkish government government']
[0.4371285580231467, 'carries scrutiny task']
[0.4371285580231467, 'scrutiny task substitute']
[0.434224049331963, 'following judges mr']
[0.43385611510791366, 'relied acceptable assessment']
[0.43385611510791366, '10 relied acceptable']
[0.4334022866692482, '10 necessary democratic']
[0.4324395029431001, 'right peaceful assembly']
[0.4324395029431001, 'nature role cautious']
[0.4324395029431001, 'og sfry nos']
[0.4324395029431001, 'republic yugoslavia og']
[0.4324395029431001, 'yugoslavia og sfry']
[0.43105363810217645, 'informing public matters']
[0.43102908977166093, 'does guarantee wholly']
[0.43063901819720696, 'unions protection interests']
[0.43030953658972987, 'took place public']
[0.4296131619294728, 'aims pursued reasons']
[0.42877289077828645, 'discretion conferred competent']
[0.42877289077828645, 'scope discretion conferred']
[0.4286301017551717, '10 based acceptable']
[0.4281471284309381, '10 light case']
[0.42724474266740453, 'courts general rule']
[0.4242843589206305, 'heard addresses mr']
[0.4240817872018175, 'public matters public']
[0.42286171063149475, '152 civil code']
[0.42286171063149475, 'article 152 civil']
[0.4224820143884892, 'democratic society enshrined']
[0.4224049331963002, 'express opinions acquire']
[0.4224049331963002, 'opinions acquire disseminate']
[0.4224049331963002, 'acquire disseminate information']
[0.4224049331963002, 'article 54 constitution']
[0.42225256444059417, 'appreciation power appreciation']
[0.42093557297019524, 'government represented mr']
[0.420427294528014, 'official gazette federal']
[0.4185681305701707, 'freedoms defined convention']
[0.4182765787370104, 'truth value judgments']
[0.4174747158794704, 'fran\\xe7oise tulkens registrar']
[0.4172661870503597, 'code rikoslaki strafflagen']
[0.4157784883204547, 'fundamental values democratic']
[0.4157784883204547, 'enshrines fundamental values']
[0.4154993652137114, 'right freedom association']
[0.41479316546762596, 'articles 10 11']
[0.41413266445666996, 'rights meaning article']
[0.4135702427069334, 'particular respect reputation']
[0.4125443733295024, 'applicant freedom expression']
[0.41190262076053447, 'imposed factors taken']
[0.4116523108044178, 'convention ii alleged']
[0.40828483709847413, '61 echr 1999']
[0.4080838458144623, 'factors taken account']
[0.4079797386580532, 'committed offence reasonably']
[0.4079797386580532, 'considered necessary prevent']
[0.4079797386580532, 'authority reasonable suspicion']
[0.4079797386580532, 'necessary prevent committing']
[0.4079797386580532, 'bringing competent legal']
[0.4079797386580532, 'person effected purpose']
[0.4079797386580532, 'arrest detention person']
[0.4079797386580532, 'competent legal authority']
[0.4079797386580532, 'effected purpose bringing']
[0.4079797386580532, 'legal authority reasonable']
[0.4079797386580532, 'offence reasonably considered']
[0.4079797386580532, 'offence fleeing having']
[0.4079797386580532, 'prevent committing offence']
[0.4079797386580532, 'purpose bringing competent']
[0.4079797386580532, 'committing offence fleeing']
[0.4079797386580532, 'detention person effected']
[0.40772250353875117, 'case referred court']
[0.40727452461438773, 'aim protecting reputation']
[0.407270337576093, 'accordance law necessary']
[0.40722709019823905, 'respect non pecuniary']
[0.40713301699066284, 'impugned measure basis']
[0.40630909906221363, 'age state health']
[0.40572058482246454, 'value judgment factual']
[0.4052475666525604, 'acted good faith']
[0.4049398412304639, 'genuine effective exercise']
[0.4049398412304639, 'require positive measures']
[0.40364072378460875, 'particularly technical aspects']
[0.40364072378460875, 'licensing way broadcasting']
[0.40364072378460875, 'territories particularly technical']
[0.40364072378460875, 'broadcasting organised territories']
[0.40364072378460875, 'organised territories particularly']
[0.40364072378460875, 'way broadcasting organised']
[0.4022005924672027, 'information wish willing']
[0.40187050359712234, 'reasonable doubt applicant']
[0.40187050359712234, 'thorough effective investigation']
[0.40078904618240896, 'convention holds respondent']
[0.400783598473334, 'infringes freedom opinion']
[0.3987205172570804, '95 61 echr']
[0.3987205172570804, '26682 95 61']
[0.39836551811182624, 'protection journalistic sources']
[0.39798393843065083, 'primarily matter individual']
[0.39798393843065083, 'matter individual conscience']
[0.39784871132220434, 'legitimate public concern']
[0.3977677670947354, 'fundamental right secured']
[0.39568345323741005, 'wanted proceedings continue']
[0.39564733755164544, 'aim protection reputation']
[0.3949481972863268, 'accordingly violation article']
[0.39352517985611507, 'appended principles appropriate']
[0.39352517985611507, 'appropriate accompanied translation']
[0.39352517985611507, 'disseminate widely recommendation']
[0.39352517985611507, 'principles appropriate accompanied']
[0.39352517985611507, 'recommendation appended principles']
[0.39183557000553404, 'compensation losses non']
[0.3865886672105614, 'speech debate questions']
[0.3853996557355343, 'regardless frontiers exercise']
[0.3847049038424076, 'hearing took place']
[0.3846922462030375, 'instance tribunal fact']
[0.3846922462030375, 'role instance tribunal']
[0.3846922462030375, 'subsidiary nature role']
[0.3846922462030375, 'taking role instance']
[0.3827338129496403, '18 august 1992']
[0.3827338129496403, 'amended 25 april']
[0.3819386595986369, 'convention russian national']
[0.38163629680197453, 'capable discouraging participation']
[0.38155978284856773, 'matters legitimate public']
[0.3811789278254815, 'perishable commodity delay']
[0.3811789278254815, 'commodity delay publication']
[0.38095622156982933, 'gc 26682 95']
[0.3804526547166437, 'freedom expression article']
[0.3778204708960105, 'bear reasonable relationship']
[0.3755093435624945, 'margin appreciation circumscribed']
[0.37453370636823874, 'opinion fundamental right']
[0.3744337863042899, 'read follows article']
[0.3742951584678203, '11 based decisions']
[0.37273681596043984, 'frontiers exercise freedoms']
[0.37201817493373723, 'plenary supreme court']
[0.3712034272167935, 'dismisses unanimously remainder']
[0.37113581861783307, 'court request rectification']
[0.3709532374100719, 'assembly guaranteed article']
[0.37075339728217427, 'application republic turkey']
[0.36971027407681106, 'unless prescribed law']
[0.36695701986420226, 'deputy registrar having']
[0.3665175967334241, 'wider margin appreciation']
[0.36626856150547543, 'reasons court holds']
[0.3655575539568345, 'substitute assessment facts']
[0.36458218040951856, 'case law purpose']
[0.36458218040951856, 'law purpose domestic']
[0.3638983188717381, 'breach article 10']
[0.3633516716038933, 'court composed judges']
[0.3630547869396791, 'press informing public']
[0.36285971223021585, 'effective exercise freedom']
[0.3622439650840864, 'secured article 10']
[0.36217450100070314, 'pecuniary damage ii']
[0.36041754831428974, 'lawful arrest detention']
[0.36041754831428974, 'reasonable suspicion having']
[0.3602924112323045, 'based decisions acceptable']
[0.3602924112323045, 'decisions acceptable assessment']
[0.3599759488596806, 'person private life']
[0.35953255377715804, 'based acceptable assessment']
[0.35887630851659624, 'interference freedom expression']
[0.35751163774862466, 'turkey gc 23885']
[0.35751163774862466, 'gc 23885 94']
[0.35706599145434403, 'domestic law practice']
[0.356286399451867, 'nulla poena sine']
[0.356286399451867, 'poena sine lege']
[0.35594908688433874, 'national regional local']
[0.3544548976203653, 'circumstances absolving requirement']
[0.3544548976203653, 'applicant establish remedy']
[0.3544548976203653, 'falls applicant establish']
[0.3544548976203653, 'advanced government fact']
[0.3544548976203653, 'remedy advanced government']
[0.3544548976203653, 'assessment facts domestic']
[0.3544548976203653, 'facts domestic courts']
[0.3544548976203653, 'task substitute assessment']
[0.3544461727914965, 'russian national mr']
[0.35354027609937166, 'interference pursued legitimate']
[0.3532585696148963, 'correspondence shall interference']
[0.3531853416349489, '26 november 1991']
[0.3524703416075087, 'people hatred hostility']
[0.35130524152106885, 'interference infringe convention']
[0.35102774922918806, 'interference constitute breach']
[0.34791094569139647, 'expression article 10']
[0.34769784172661866, 'alludes concept convention']
[0.34769784172661866, 'speaking law article']
[0.3472211241995415, 'freedoms rights persons']
[0.3443510980689133, 'separate opinions annexed']
[0.34393457715793707, 'austria european court']
[0.34236846595531073, 'society protection reputation']
[0.34212629896083135, 'public servants offensive']
[0.34212629896083135, 'servants offensive abusive']
[0.34212629896083135, 'protect public servants']
[0.34212629896083135, 'international legal instruments']
[0.3412230215827338, 'person concerned foreseeable']
[0.3412230215827338, 'concerned foreseeable effects']
[0.3398521549732691, 'measure basis domestic']
[0.3394065812438806, 'compensation respect non']
[0.338883731724298, 'subjected ill treatment']
[0.33839594990674127, 'good faith look']
[0.33839594990674127, 'faith look interference']
[0.33624811177673836, 'case court notes']
[0.33489208633093526, 'review light case']
[0.33480907581627, 'economic country prevention']
[0.33480907581627, 'country prevention disorder']
[0.33480907581627, 'public safety economic']
[0.3332534133666958, 'judgment final circumstances']
[0.33325058066534546, 'light case determine']
[0.33296147891813127, 'appreciation circumscribed democratic']
[0.33237410071942447, 'meaning article 11']
[0.3316499894546904, 'formulated sufficient precision']
[0.3315347721822542, 'licensing press shall']
[0.3315347721822542, 'preventive censorship means']
[0.33138489208633093, 'number status addressed']
[0.33138489208633093, 'designed cover number']
[0.33138489208633093, 'cover number status']
[0.330916041532595, 'government submitted applicant']
[0.3303373921361526, 'article 10 necessary']
[0.33005174807522397, 'dignity professional reputation']
[0.33005174807522397, 'honour dignity professional']
[0.33, 'linked prevention terrorism']
[0.3293053057553957, 'enshrined article 11']
[0.3287585316362295, 'determine interference corresponded']
[0.32844027808056586, 'open close scrutiny']
[0.32767807731836507, 'paragraph article 11']
[0.32767535971223016, '24 november 1993']
[0.3262479759781919, 'circumstances present case']
[0.32594113388534457, 'question attacking reputation']
[0.32527268507774426, 'news perishable commodity']
[0.3249400479616307, 'lawyer practising istanbul']
[0.3239439796125482, 'constitute breach article']
[0.32392010120716985, 'amp kg austria']
[0.32267606967057927, 'assisting press informing']
[0.3211975873846377, 'hungary lodged court']
[0.3204964437540877, 'fourth section case']
[0.319181274698551, 'questions public gc']
[0.3183871507445206, 'law lawful arrest']
[0.3178077174623937, 'nature severity penalties']
[0.3178077174623937, 'severity penalties imposed']
[0.3155947422513117, 'debates matters legitimate']
[0.3148201438848921, 'subsection penal code']
[0.31423586036217144, 'democratic society press']
[0.31310045363460165, 'court notes complaint']
[0.3100821229808606, 'discussion matters public']
[0.3086373006857671, 'action constituted interference']
[0.30854097210036846, 'expression accordance law']
[0.3065880628830269, 'article 11 based']
[0.3065880628830269, 'embodied article 11']
[0.30658645497395187, 'grand chamber composed']
[0.30640281453502693, 'gmbh amp kg']
[0.30607513988808954, 'purpose domestic remedies']
[0.30542484930974134, 'iii alleged violation']
[0.30388489208633096, 'damaging honour dignity']
[0.30191459735437454, 'treatment contrary article']
[0.3017728674203495, 'laptev representative russian']
[0.3017728674203495, 'mr laptev representative']
[0.3003942051837981, 'applicant suffered non']
[0.30014962389063105, 'republic bulgaria lodged']
[0.30014962389063105, 'bulgarian government government']
[0.30014962389063105, 'bulgaria european court']
[0.299828708461802, '33352 02 april']
[0.299828708461802, '02 april 2006']
[0.2984583761562179, 'set paragraph necessary']
[0.29786870503597124, 'echr 1999 iv']
[0.29784172661870506, 'rights freedoms admissibility']
[0.29784172661870506, 'freedom assembly guaranteed']
[0.29784172661870506, 'information shall ensured']
[0.2975068221285041, 'duty interfere require']
[0.2975068221285041, 'does depend merely']
[0.2975068221285041, 'interfere require positive']
[0.2975068221285041, 'state duty interfere']
[0.2975068221285041, 'merely state duty']
[0.29743705035971224, 'substitute views press']
[0.29587007086060474, 'individuals undermining rights']
[0.2958398831174295, 'austrian government government']
[0.2958398831174295, 'republic austria lodged']
[0.29573741007194243, 'freedom receive information']
[0.29572131768269594, 'exercise right freedom']
