[1.5686551159771995, 'acts security forces']
[0.9946613840110129, 'interests safeguarded individual']
[0.9946613840110129, 'safeguarded individual article']
[0.9908199746280706, 'able foresee consequences']
[0.9858532272325375, 'unless authority decides']
[0.9858532272325375, 'remains unless authority']
[0.9825522021597897, 'founded meaning article']
[0.9802214896848029, 'meaning article 35']
[0.9784950826108186, 'private family life']
[0.9777453580901858, 'respect immigrants choice']
[0.9777453580901858, 'immigrants choice country']
[0.9762957349164247, 'criminal proceedings maintain']
[0.9762957349164247, 'exceptions provided present']
[0.9762957349164247, 'prison restrictions shall']
[0.9762957349164247, 'proceedings maintain order']
[0.9762957349164247, 'closed prison restrictions']
[0.9762957349164247, 'provided present chapter']
[0.9762957349164247, 'sentence imprisonment ordinary']
[0.9728724995512654, 'designed secure respect']
[0.9710117468738158, 'say justified pressing']
[0.9595237481062417, 'prevention disorder crime']
[0.9594834851018527, 'circumstances case duration']
[0.9594834851018527, 'case duration treatment']
[0.9568700150498803, 'respect private family']
[0.9543103448275863, 'compensation civil proceedings']
[0.9542075961174105, 'kodeks karny wykonawczy']
[0.9531930333817126, 'involve adoption measures']
[0.9503209270696217, 'struck competing interests']
[0.9464864637278432, 'boundaries state positive']
[0.9445438282647586, 'consequences compatible rule']
[0.9445438282647586, 'foresee consequences compatible']
[0.9416592342055375, 'measures designed secure']
[0.9353487851304445, 'respect interests safeguarded']
[0.9303524062144752, 'imprisonment ordinary regime']
[0.92980943738657, 'duration treatment physical']
[0.9178539850953644, 'obligations involve adoption']
[0.9162922834030797, 'adoption measures designed']
[0.9148147203518556, 'criminal offences decisions']
[0.9148147203518556, 'offences decisions field']
[0.9134993434723659, '41 convention provides']
[0.9118773946360151, 'necessarily actually incurred']
[0.9118773946360151, 'expenses necessarily actually']
[0.9101316843252327, 'balance struck competing']
[0.9051216640502355, 'society say justified']
[0.9051216640502355, 'democratic society say']
[0.9034321602085557, 'article 35 convention']
[0.8994281778648321, 'fundamental freedoms convention']
[0.8936760950940777, 'entry residence aliens']
[0.8895208954731061, 'treatment physical mental']
[0.8841782617463197, 'fair balance struck']
[0.8834515238456124, 'effective enjoyment intimate']
[0.8834515238456124, 'stake crucial individual']
[0.8834515238456124, 'intimate key rights']
[0.8834515238456124, 'crucial individual effective']
[0.8834515238456124, 'right stake crucial']
[0.8834515238456124, 'enjoyment intimate key']
[0.8802667885497603, 'field far interfere']
[0.8753257480571456, 'state positive negative']
[0.8741210816942763, 'declared admissible merits']
[0.8688690619725101, 'national family member']
[0.864053637239041, 'public safety economic']
[0.8639978193624936, 'grounds declared admissible']
[0.8639978193624936, 'inadmissible grounds declared']
[0.8614374131615512, 'criminal sentences kodeks']
[0.8614374131615512, 'sentences kodeks karny']
[0.8607764240435193, 'making process leading']
[0.8576358918205822, 'respect private life']
[0.8574235910740072, 'wide margin appreciation']
[0.855416430179267, 'effects cases sex']
[0.8535518622531191, 'interfere right protected']
[0.8388822829964327, 'legal protection arbitrary']
[0.8374574801574067, 'private life sphere']
[0.8365284141146209, 'established international law']
[0.8363843845413406, 'competing interests individual']
[0.8349225093122806, 'regard fair balance']
[0.83448906805406, 'ill founded meaning']
[0.834407490003872, 'effective respect private']
[0.8324258923169995, 'arguable claims violations']
[0.8324258923169995, 'claims violations convention']
[0.8324258923169995, 'necessitated examination merits']
[0.8324258923169995, 'violations convention purposes']
[0.8324258923169995, 'founded necessitated examination']
[0.830623066105872, 'respect family life']
[0.8303222467227572, 'cases sex age']
[0.8301252966634092, 'case law ill']
[0.8258885941644561, 'concerning protection human']
[0.8253694581280787, 'previously held various']
[0.8253694581280787, 'various contexts concept']
[0.8214620654661563, 'convention protection human']
[0.8206997333929559, 'positive obligations inherent']
[0.8180239277105782, 'mental effects cases']
[0.8156829269738519, 'physical mental effects']
[0.8136700880329066, 'convicted person serving']
[0.8114622276989912, 'state health victim']
[0.8094002251779479, 'control entry residence']
[0.8068900022923011, 'adequacy measure judged']
[0.8068900022923011, 'measure judged swiftness']
[0.8055986119144014, 'decision making process']
[0.8012331478916771, 'convention right issue']
[0.8001131056332711, 'treatment attain minimum']
[0.7991242474001095, 'rules detention remand']
[0.7988570410963342, 'inherent effective respect']
[0.798132183908046, 'authority disposal remains']
[0.798082740006515, 'lend precise definition']
[0.7979664014146772, 'stake best means']
[0.796295098229497, 'judged swiftness implementation']
[0.7956637066082344, 'best interests child']
[0.7941965326676587, 'case originated application']
[0.7903962534390612, 'allows partial reparation']
[0.7883751730107034, 'states council europe']
[0.7837564734116458, 'implementation passage time']
[0.7837564734116458, 'swiftness implementation passage']
[0.7823488959391596, 'leading measures interference']
[0.7801566249842112, 'family living country']
[0.7787461580565028, 'narrower right stake']
[0.7787461580565028, 'tend narrower right']
[0.7786949602122017, 'secure place community']
[0.7786949602122017, 'integrity maintenance relationships']
[0.7786949602122017, 'self determination physical']
[0.7786949602122017, 'determination physical moral']
[0.7786949602122017, 'individual identity self']
[0.7786949602122017, 'maintenance relationships settled']
[0.7786949602122017, 'moral integrity maintenance']
[0.7786949602122017, 'relationships settled secure']
[0.7786949602122017, 'settled secure place']
[0.7785525963088765, 'obligations inherent effective']
[0.775460770072839, 'nature convention right']
[0.77424330055909, 'justified pressing social']
[0.7720124940130639, 'requisite protection interests']
[0.7708568350661097, 'ukraine lodged court']
[0.7688150170876606, 'merits application time']
[0.7671366745776909, 'persons involved general']
[0.7602382177781044, 'subject treaty obligations']
[0.7561349949118329, 'measures interference fair']
[0.7529450772351381, 'proper conduct criminal']
[0.752845252250722, 'limitations private family']
[0.7497910135841169, 'high contracting party']
[0.7496750348850366, 'making process seen']
[0.749301025163094, 'interests individual community']
[0.7489656464749916, 'afford just satisfaction']
[0.7480718220771271, 'detainee correspondence shall']
[0.7440798878626448, 'positive negative obligations']
[0.7439686750031576, 'principles article convention']
[0.7432844911287845, 'just satisfaction injured']
[0.7432844911287845, 'satisfaction injured party']
[0.7431661628935087, 'afford respect interests']
[0.7426653805964152, 'maintaining contact close']
[0.7423166441285639, 'necessary afford just']
[0.7423166441285639, 'shall necessary afford']
[0.7423166441285639, 'court shall necessary']
[0.7400530503978779, 'held various contexts']
[0.7378273727857557, 'existence identity stake']
[0.7378273727857557, 'individual existence identity']
[0.7378273727857557, 'particularly important facet']
[0.7378273727857557, 'important facet individual']
[0.7378273727857557, 'facet individual existence']
[0.7326446424225785, 'ii alleged violation']
[0.7279942211835698, 'child born wedlock']
[0.7261413901905538, 'international law subject']
[0.725924008304982, 'set forth convention']
[0.724255820807545, 'extent family life']
[0.7230006620915614, 'contexts regard fair']
[0.7201047832255847, 'freedoms set forth']
[0.71642423573557, 'right respect family']
[0.7150632908230805, 'ill treatment attain']
[0.7140101903552865, 'sex age state']
[0.7125959034029782, 'relative depends circumstances']
[0.7106244175209693, 'benefit direct contact']
[0.7084699979287813, 'element family life']
[0.7014190133078451, 'law subject treaty']
[0.6939447055599506, 'procedural safeguards available']
[0.6926590945158585, 'disposal remains unless']
[0.6902362174112043, 'objective reasonable justification']
[0.689978235734204, 'ranks fundamental provisions']
[0.6891961509939819, 'state enjoys certain']
[0.6881776875449764, 'addition positive obligations']
[0.6854244423819765, 'enjoys certain margin']
[0.685107995452823, 'code sentenced months']
[0.6841320699521559, 'definition applicable principles']
[0.6841320699521559, 'precise definition applicable']
[0.6804187192118227, 'serving sentence imprisonment']
[0.6800652927973881, 'identity self determination']
[0.6772262220538082, 'contexts concept private']
[0.6768176030698055, 'application time article']
[0.6731133685156674, 'certain margin appreciation']
[0.6730393036038622, 'fundamental element family']
[0.6730393036038622, 'company constitutes fundamental']
[0.6730393036038622, 'constitutes fundamental element']
[0.6714415066886656, 'minimum level severity']
[0.6713506101741397, 'enjoyment parent child']
[0.669624425131287, 'contexts state enjoys']
[0.6682053631206173, 'essential object article']
[0.668131868131868, 'immigration extent state']
[0.668131868131868, 'case concerns family']
[0.668131868131868, 'concerns family life']
[0.668131868131868, 'life immigration extent']
[0.6675180928054492, 'set code execution']
[0.6673649156730047, 'explicit procedural requirements']
[0.666072666072666, 'relationships human beings']
[0.6659784923756387, 'inherent limitations private']
[0.6659784923756387, 'entails inherent limitations']
[0.6659784923756387, 'liberty entails inherent']
[0.6659784923756387, 'person liberty entails']
[0.6627666145852259, 'identity stake margin']
[0.6613616268788682, 'required detailed examination']
[0.6613616268788682, 'sum included fees']
[0.6596679438058748, 'irremediable consequences relations']
[0.658800573188207, 'attain minimum level']
[0.6582516988406883, '35 convention notes']
[0.6555698410221739, 'law alleged violation']
[0.6550786585045915, 'manifestly ill founded']
[0.6530686911186315, 'importance stake best']
[0.6530686911186315, 'relative importance stake']
[0.6523378582202112, 'application article 14']
[0.6504829855742635, 'parent child company']
[0.6504829855742635, 'mutual enjoyment parent']
[0.6504829855742635, 'child company constitutes']
[0.6471588149587179, 'rule admissibility merits']
[0.6461727927245168, 'residence authorise family']
[0.6461727927245168, 'family reunion territory']
[0.6461727927245168, 'authorise family reunion']
[0.6457739791073124, 'right alien enter']
[0.6456941751059397, 'difference treatment discriminatory']
[0.6435817056506712, 'persons detained remand']
[0.6425616684027965, 'member states council']
[0.6421546623138136, 'district tunceli province']
[0.6418488368547821, 'person serving sentence']
[0.6401477832512316, 'humiliate debase person']
[0.6335554419268588, 'susceptible exhaustive definition']
[0.6335503576882887, 'environmental hazards inherent']
[0.6335503576882887, 'hazards inherent life']
[0.6335503576882887, 'inherent life modern']
[0.6325817860300618, 'time irremediable consequences']
[0.6325817860300618, 'passage time irremediable']
[0.6323342013152622, 'circumstances case applicant']
[0.6303524062144753, 'van der ven']
[0.6303524062144751, 'afford measure legal']
[0.6301685130285537, 'code execution criminal']
[0.6296282838559645, 'margin allowed state']
[0.6292484526967287, 'central importance individual']
[0.6288656576689032, 'private life broad']
[0.6267593011915973, 'court case law']
[0.6262905529483779, 'execution criminal sentences']
[0.6244394213765898, 'contact persons concerned']
[0.6231629507491576, 'arbitrary action public']
[0.6231629507491576, 'individual arbitrary action']
[0.6207907035493243, 'affording protection acts']
[0.6207907035493243, 'legal framework affording']
[0.6207907035493243, 'protection acts violence']
[0.6207907035493243, 'acts violence private']
[0.6207907035493243, 'framework affording protection']
[0.6207907035493243, 'practice adequate legal']
[0.6207907035493243, 'violence private individuals']
[0.6207907035493243, 'maintain apply practice']
[0.6207907035493243, 'apply practice adequate']
[0.6203994098344795, 'develop relationships human']
[0.620370966495841, 'article 14 does']
[0.61947391688771, 'excessive unsubstantiated argued']
[0.619113199690324, 'decided rule admissibility']
[0.6186128760306788, '78 police criminal']
[0.6162440704148519, 'life meaning article']
[0.6160717718064044, 'establish develop relationships']
[0.616040046040124, 'convention notes inadmissible']
[0.6160349462923528, 'public authorities does']
[0.6160349462923528, 'authorities does merely']
[0.6149547827365633, 'interference fair afford']
[0.6144609916299013, 'fundamental values democratic']
[0.6142161017272685, 'shall secured discrimination']
[0.6142161017272685, 'secured discrimination ground']
[0.6128064652073675, 'reside particular country']
[0.6124674532760146, 'action public authorities']
[0.6122900088417329, 'community contexts state']
[0.6122900088417329, 'individual community contexts']
[0.6116398814167576, 'living country origin']
[0.6115758688702986, 'minutes legal work']
[0.6114042331354538, 'notes inadmissible grounds']
[0.6110117710866857, 'public authorities addition']
[0.6110117710866857, 'authorities addition positive']
[0.6103014227152157, 'authorities benefit direct']
[0.6102102416014425, 'national authorities benefit']
[0.6088043256478269, 'remand shall imposed']
[0.6082532504239684, 'biological father child']
[0.6080673191255831, '02 21 january']
[0.6080673191255831, '36505 02 21']
[0.6079142532344503, 'anguish distress result']
[0.6073803273731807, 'forth convention shall']
[0.6073803273731807, 'convention shall secured']
[0.6067222798856982, 'assist maintaining contact']
[0.6033812930364654, 'broad terms susceptible']
[0.6033812930364654, 'family life broad']
[0.6033812930364654, 'terms susceptible exhaustive']
[0.6033812930364654, 'transfer urn containing']
[0.6033812930364654, 'life broad terms']
[0.6031886553764537, 'case applicant born']
[0.6017236774241085, 'assessment minimum level']
[0.6008752465483235, 'inhuman degrading treatment']
[0.5997642204538756, 'fees costs preparation']
[0.5997642204538756, 'costs preparation presentation']
[0.5980825575146062, 'secure proper conduct']
[0.5972948059521793, 'involved decision making']
[0.5965485024538493, 'complements substantive provisions']
[0.596445007670246, 'treatment punishment irrespective']
[0.5960104375579565, 'appeared court government']
[0.5956871991354751, 'enjoyment rights freedoms']
[0.594889115012954, 'direct contact persons']
[0.5940129074590724, 'exercise power appreciation']
[0.5931337627889351, 'family life essential']
[0.5928480914914978, 'court heard addresses']
[0.5927203065134099, 'actually incurred reimbursed']
[0.5899272185684171, 'domestic law practice']
[0.5889657855598656, 'depends circumstances case']
[0.5887646835922697, 'debase person concerned']
[0.5887499899424169, 'origin association national']
[0.5871064758995793, 'ukrainian government government']
[0.5855459083644992, 'race colour language']
[0.5855459083644992, 'colour language religion']
[0.585366913194105, 'rights building strasbourg']
[0.585366913194105, 'human rights building']
[0.5852092135750308, 'discrimination ground sex']
[0.5843429636533085, 'manner incompatible article']
[0.5839376636047267, 'life authorities enable']
[0.5839376636047267, 'authorities enable need']
[0.5832992709193953, 'hague convention civil']
[0.5832820512820514, 'concept private life']
[0.5830238726790451, 'contains explicit procedural']
[0.5830238726790451, 'restrictions shall applied']
[0.5826981246218995, 'applicant legal capacity']
[0.5825710325710326, 'life broad term']
[0.5818566208845487, 'political opinion national']
[0.5818566208845487, 'social origin association']
[0.5816727453580902, 'treatment degrading meaning']
[0.5816727453580902, 'object humiliate debase']
[0.5774128808611567, 'alien enter reside']
[0.5774128808611567, 'enter reside particular']
[0.5768878664820075, 'balance relevant interests']
[0.5747016121959654, 'similar situations justify']
[0.5747016121959654, 'extent differences similar']
[0.5747016121959654, 'assessing extent differences']
[0.5747016121959654, 'differences similar situations']
[0.5722928009679371, 'does established required']
[0.5722928009679371, 'allegation failure respondent']
[0.5717858663260963, 'provide requisite protection']
[0.5706282513005202, 'independent existence effect']
[0.5701211682581186, 'family life meaning']
[0.5701103237129999, 'rule law preventing']
[0.5701103237129999, 'law preventing appearance']
[0.5693771151559499, 'liras rate applicable']
[0.5693771151559499, 'turkish liras rate']
[0.5676753724811144, 'torture inhuman degrading']
[0.5674507858767411, 'admissibility merits application']
[0.5667210773311568, 'right protection reputation']
[0.565916609543111, 'treatment discriminatory objective']
[0.5617850970034761, 'light case reasons']
[0.5592377226268298, 'degrading treatment punishment']
[0.5592136058667498, 'form interference right']
[0.5591287115788024, 'aim sought realised']
[0.557901801583299, 'authorities enjoy wide']
[0.5549016357206012, 'task substitute competent']
[0.5547509397731526, 'scope margin appreciation']
[0.554553492484527, 'number family visits']
[0.5540390643838919, 'prolonged applicant detention']
[0.5539119000657462, 'negative obligations article']
[0.5528994082840236, 'effective respect family']
[0.5527445100520998, 'public human rights']
[0.5519811007957559, '13 14 18']
[0.5502917771883288, 'detainee right respect']
[0.5502178935977304, 'present day conditions']
[0.5488133007402783, 'freedoms convention ukrainian']
[0.546185372005044, 'convicted criminal offences']
[0.546173593283841, 'forces members pkk']
[0.5450114393258008, 'entitled reimbursement costs']
[0.5449675931712401, 'authorities parental rights']
[0.5431021636737272, 'basis domestic law']
[0.5417672006248859, 'meaning article convention']
[0.5408988180776511, 'particular proportionate legitimate']
[0.5407253269916766, 'beings outside world']
[0.5407253269916766, 'human beings outside']
[0.5402947990464358, 'expression accordance law']
[0.5392220146084593, 'legitimate aims listed']
[0.5382996741468471, 'subjected torture inhuman']
[0.5382996741468471, 'shall subjected torture']
[0.5380826070481243, 'emergency regional governor']
[0.5380826070481243, 'state emergency regional']
[0.5380826070481243, 'stake margin allowed']
[0.5370584680929509, 'concerned far consequences']
[0.5370584680929509, 'person concerned far']
[0.5365422696115765, 'depriving person liberty']
[0.5363287690873898, 'far consequences concerned']
[0.5363287690873898, 'concerned adversely affected']
[0.5363287690873898, 'court regard object']
[0.5363287690873898, 'personality manner incompatible']
[0.5363287690873898, 'consequences concerned adversely']
[0.5363287690873898, 'adversely affected personality']
[0.5363287690873898, 'regard object humiliate']
[0.5356432360742706, 'appearance collusion tolerance']
[0.5356432360742706, 'collusion tolerance unlawful']
[0.5356432360742706, 'tolerance unlawful acts']
[0.5324973876698014, 'shall sent addressee']
[0.5318642453920969, 'reasonable appropriate measures']
[0.5286011197341246, 'individual effective enjoyment']
[0.5281718115301324, 'court s\\u0105d okr\\u0119gowy']
[0.5279777693570797, 'child best interests']
[0.5277210323066263, 'protect individual arbitrary']
[0.5253634363498035, 'legitimate aim reasonable']
[0.52494593759654, 'inferiority capable humiliating']
[0.524637829014487, 'conduct criminal proceedings']
[0.5229814884987298, 'provisions convention protocols']
[0.5228657805077018, 'pursues legitimate aims']
[0.5223257803679003, 'conformity requirements convention']
[0.520624111977689, 'home shall interference']
[0.5202275272620102, 'enjoy wide margin']
[0.5193824389580358, 'requirements decision making']
[0.5187499149833368, 'parental rights access']
[0.5184731762981101, 'failure government submit']
[0.5183730669191617, 'age state health']
[0.517227671197198, 'interests safeguarded article']
[0.517046848172676, 'absence purpose conclusively']
[0.517046848172676, 'purpose conclusively rule']
[0.5169566455364235, 'freedoms article protocol']
[0.5153589458372551, 'thorough effective investigation']
[0.5153533411325911, 'legitimate aims referred']
[0.5149807089462263, 'authorities make initial']
[0.5149807089462263, 'make initial assessment']
[0.5145931411273317, 'need particular proportionate']
[0.5144165792889583, 'case reasons adduced']
[0.5120761758266729, 'violation article 14']
[0.5108698422407422, 'context pressure includes']
[0.5103428843481894, 'coexistence sufficiently strong']
[0.5101932550208412, 'fact law required']
[0.5096465573919156, 'intensity duration nuisance']
[0.5096465573919156, 'nuisance physical mental']
[0.5096465573919156, 'duration nuisance physical']
[0.5085790910959508, 'rights freedoms safeguarded']
[0.5079631431504611, 'pursue legitimate aim']
[0.5067227659379859, 'essential detainee right']
[0.5067227659379859, 'life essential detainee']
[0.5065891962443685, 'balance applicants right']
[0.5051455823293173, 'does pursue legitimate']
[0.5045755968169762, 'cases circumstances lead']
[0.5045755968169762, 'proceedings decide strike']
[0.5045755968169762, 'stage proceedings decide']
[0.5045755968169762, 'list cases circumstances']
[0.5045755968169762, 'decide strike application']
[0.504301278304785, 'reasonable relationship proportionality']
[0.5041589157968468, 'subject review court']
[0.5040327293980128, 'knew ought known']
[0.503709991158267, 'anguish inferiority capable']
[0.5034208001319983, 'social need particular']
[0.5003978779840847, 'importance case kind']
[0.5003900764549852, 'strike balance competing']
[0.49999162480474274, 'legitimate aim pursued']
[0.49989917322040733, 'euros eur respect']
[0.49955425699527334, 'clear concordant inferences']
[0.498389989402462, 'inferences similar unrebutted']
[0.498389989402462, 'similar unrebutted presumptions']
[0.498389989402462, 'concordant inferences similar']
[0.498389989402462, 'unrebutted presumptions fact']
[0.49705840482741187, 'review convention decisions']
[0.4968330818862802, 'right establish develop']
[0.4966800395371824, 'society order achieve']
[0.49635773387703397, 'civil aspects international']
[0.49635773387703397, 'aspects international child']
[0.496214466924406, 'life shall interference']
[0.4955331564986738, 'summary possession proceedings']
[0.49550184058297647, 'merely compel state']
[0.49550184058297647, 'does merely compel']
[0.49253950917236916, 'unless accordance law']
[0.491780468023116, 'reasons adduced justify']
[0.49085853905131016, 'capable humiliating debasing']
[0.48997842681779613, 'fall scope article']
[0.4893481849715272, 'national authorities make']
[0.4871794871794872, 'code criminal procedure']
[0.48709359605911323, 'requiring compatible rule']
[0.4845912707981674, 'procedural requirements decision']
[0.4841166231505657, 'relationship proportionality means']
[0.4829182630906769, 'physical psychological integrity']
[0.4816118545701123, 'sufficiently strong clear']
[0.4816118545701123, 'strong clear concordant']
[0.4796275141861359, 'iii alleged violation']
[0.47915665957592807, 'law pursues legitimate']
[0.4786099928447011, 'accordance law pursues']
[0.47852575118012164, 'distress hardship intensity']
[0.47852575118012164, 'hardship intensity exceeding']
[0.478409990580376, 'margin appreciation assessing']
[0.4783023872679045, 'deceased family member']
[0.47800618921308574, 'compel state abstain']
[0.4778798787419477, 'argued receipt document']
[0.4778798787419477, 'unsubstantiated argued receipt']
[0.4778798787419477, 'receipt document produced']
[0.4766863905325444, 'broad term susceptible']
[0.4766863905325444, 'term susceptible exhaustive']
[0.4764274148610321, 'remains subject review']
[0.47610737719630647, 'available individual especially']
[0.47610737719630647, 'individual especially material']
[0.4760457049581718, 'graupner lawyer practising']
[0.4760457049581718, 'mr graupner lawyer']
[0.4760457049581718, 'represented mr graupner']
[0.4754126852481084, 'pursued legitimate aim']
[0.4748231193854536, '14 18 convention']
[0.47482100476655825, 'state abstain interference']
[0.47454744428877127, 'practical demands imprisonment']
[0.4743041347815884, 'pressing social need']
[0.47319437296277234, 'fair balance relevant']
[0.47215959328028295, '13 hague convention']
[0.47211082756106454, 'article 27 convention']
[0.47191731816278093, 'consider light case']
[0.47163789557298685, 'private life court']
[0.47015594766719215, 'depending nature seriousness']
[0.46964176407147235, 'humiliate debase victim']
[0.46921594147980944, 'competing private public']
[0.46921594147980944, 'balance competing private']
[0.4691219102837962, 'aims referred paragraph']
[0.46881348036250503, 'provisions application article']
[0.4680048035683651, 'identification punishment responsible']
[0.46764927268479134, 'proportionate legitimate aim']
[0.467588752658679, 'physical moral integrity']
[0.467282698520021, 'task substitute domestic']
[0.46703073802465284, 'communicate freely court']
[0.4648365344667796, 'family situation length']
[0.4643901195625334, 'district court s\\u0105d']
[0.46373903137828876, 'rights article convention']
[0.4636274596631264, 'plus tax chargeable']
[0.4628222131537782, 'reputation foreseeable consequence']
[0.4613267834168023, 'rule 52 rules']
[0.46019541349091764, 'element suffering humiliation']
[0.4597147041313559, 'strike fair balance']
[0.4592754469142425, 'notes complaint manifestly']
[0.4591130409505468, 'obligation national authorities']
[0.45766215866999743, 'interference public authorities']
[0.4553624034903874, 'employed aim sought']
[0.455056900829982, 'convention civil aspects']
[0.45441406515677074, 'effective investigation circumstances']
[0.4542483100881321, 'measures sphere relations']
[0.4542483100881321, 'adoption measures sphere']
[0.4541055787895526, '52 rules court']
[0.45399575093969596, 'decisions authorities taken']
[0.45399575093969596, 'authorities taken exercise']
[0.4537645378494185, 'polish national mr']
[0.4536080175758066, 'court rule 52']
[0.4532272325375773, 'physical mental suffering']
[0.45197044334975367, 'term law understood']
[0.45197044334975367, 'formal sphere covered']
[0.45197044334975367, 'sense formal sphere']
[0.45197044334975367, 'understood substantive sense']
[0.45197044334975367, 'law understood substantive']
[0.4515151154618426, 'pre trial detention']
[0.45096857165822685, 'family life guaranteed']
[0.4501108244613205, 'measure legal protection']
[0.44996501303632624, 'arbitrary interference public']
[0.4499002734768573, 'convention adoption children']
[0.4499002734768573, 'european convention adoption']
[0.4494837842149645, 'individual arbitrary interference']
[0.4494174673168547, 'section court rule']
[0.44842254519673874, 'taking child care']
[0.44779693486590044, 'article 14 alleged']
[0.4471453519317647, 'court subjected form']
[0.4471453519317647, 'freely court subjected']
[0.4463323660995077, 'safeguarded provisions application']
[0.4463323660995077, 'freedoms safeguarded provisions']
[0.4459874135330525, 'article 14 convention']
[0.4459407377179261, 'redressing convention grievances']
[0.44512824846244686, 'proportionality means employed']
[0.44498368140999006, 'democratic society order']
[0.44492596605272655, 'convention decisions authorities']
[0.4445557389854472, 'utmost importance effective']
[0.4445557389854472, 'importance effective operation']
[0.4445557389854472, 'effective operation individual']
[0.44450374067337134, 'positive obligations article']
[0.4438883723391674, 'acting official capacity']
[0.44233487281755396, 'acts omissions authorities']
[0.44108005169013137, 'official investigation individuals']
[0.44108005169013137, 'requires implication form']
[0.44108005169013137, 'implication form effective']
[0.44108005169013137, 'investigation individuals killed']
[0.4392733703078531, 'children vulnerable individuals']
[0.4390956564986737, 'family life hand']
[0.4386144057811641, 'competent national authorities']
[0.43788948899044455, 'human rights association']
[0.43760535003872325, 'article protect individual']
[0.43746417516909325, 'matter established international']
[0.4366946413300286, 'prompt response authorities']
[0.43564956494566903, 'cases accordance procedure']
[0.4348510073931937, 'applicant private life']
[0.43482035206173136, 'trial detention excessive']
[0.4344345309862552, 'complained negligible comparison']
[0.4344345309862552, 'life modern city']
[0.4344345309862552, 'negligible comparison environmental']
[0.4342637671751596, 'inevitable element suffering']
[0.4342637671751596, 'suffering humiliation connected']
[0.43406684605489537, 'relevant sufficient purposes']
[0.43384322876155906, 'pressure authorities withdraw']
[0.43384322876155906, 'able communicate freely']
[0.43384322876155906, 'withdraw modify complaints']
[0.43384322876155906, 'form pressure authorities']
[0.43384322876155906, 'authorities withdraw modify']
[0.4324426106035301, 'granted residence permit']
[0.432113665169551, 'violation committed persons']
[0.4320477124075325, 'right respect correspondence']
[0.4314183513708102, 'necessarily incurred reasonable']
[0.43043163732818907, 'child habitually resident']
[0.42986220472440945, 'incurred reasonable quantum']
[0.4297256736004468, 'authorities manner exercise']
[0.4295590059221402, 'costs expenses far']
[0.4279969196543167, 'originated application ukraine']
[0.4279969196543167, 'application ukraine lodged']
[0.4279446673025745, 'authority notwithstanding violation']
[0.4279446673025745, 'national authority notwithstanding']
[0.4279446673025745, 'persons acting official']
[0.4279446673025745, 'committed persons acting']
[0.4279446673025745, 'notwithstanding violation committed']
[0.4279088525912482, 'particular circumstances persons']
[0.4279088525912482, 'circumstances persons involved']
[0.4279088525912482, 'vary according particular']
[0.42749778956675516, 'entitled trial reasonable']
[0.42749778956675516, 'time release pending']
[0.42749778956675516, 'reasonable time release']
[0.42749778956675516, 'shall entitled trial']
