[0.9977262222561643, 'procedure case originated']
[0.5991847826086957, 'case law expression']
[0.5991847826086957, 'law expression accordance']
[0.5971316369093241, 'russian federation european']
[0.5970712560386474, 'law 275 2006']
[0.592794925665931, 'russian government government']
[0.5903464528573457, 'exceeding unavoidable level']
[0.584108126721763, 'lawful detention does']
[0.584108126721763, 'connection lawful detention']
[0.5838076099625013, 'minimum level severity']
[0.5819535736023128, 'unavoidable level suffering']
[0.5785778985507246, '000 latvian lati']
[0.5770123697328243, 'level suffering inherent']
[0.576678646563815, 'general situation country']
[0.575967666278468, 'material obtained proprio']
[0.5746723236608834, 'court notes applicant']
[0.5689799331103679, 'instance danger person']
[0.5689799331103679, 'consider instance danger']
[0.5687469906236894, 'suffering inherent detention']
[0.5663819875776397, 'latvian government government']
[0.5663819875776397, 'republic latvia lodged']
[0.5661854619565219, 'contracting states right']
[0.564186847383635, 'court case law']
[0.5604859335038364, '13 complaints fall']
[0.5575438806106623, 'set forth convention']
[0.5559868875086266, 'obtained proprio motu']
[0.5547116547923108, 'law alleged violation']
[0.5520034100596761, 'physical mental effects']
[0.5513944330564247, 'comprehensive therapeutic strategy']
[0.5511331344131856, 'convention relating status']
[0.5507536827052271, 'practical demands imprisonment']
[0.5486631850165802, 'costs expenses indicated']
[0.5467793218235231, 'application time article']
[0.5450098947617787, 'respect human dignity']
[0.5445272927436063, 'attain minimum level']
[0.5421195652173912, 'real risk ill']
[0.5421078958023494, 'iii alleged violation']
[0.5394497313942322, 'depends circumstances case']
[0.5365597432262129, '13 14 18']
[0.5355924978687128, 'flexibility defining required']
[0.5354728527716502, 'given practical demands']
[0.5336230044876039, 'fall scope article']
[0.5320749223602484, 'submitted interference pursued']
[0.5317280914043877, 'entitled reimbursement costs']
[0.5315468272305073, 'execution measure subject']
[0.5314636152666646, 'domestic law practice']
[0.5275018523932611, 'article 13 convention']
[0.527056644668737, 'need particular proportionate']
[0.527056644668737, 'particular proportionate legitimate']
[0.5256006864988559, 'proscribed article accordingly']
[0.5253092261495702, 'age state health']
[0.5247343434510925, 'euros eur respect']
[0.5219467874403524, 'treatment contrary article']
[0.5219319135424464, 'rise issue article']
[0.5200002747508221, 'leading establishment facts']
[0.5196504856141375, 'apply rule 39']
[0.5187603648424545, 'identification punishment responsible']
[0.5163335360889325, 'federation lodged court']
[0.5163335360889325, 'russian federation lodged']
[0.5142124536055143, 'provides shall subjected']
[0.5141644075638514, 'freedoms set forth']
[0.5134439359267734, 'required standard health']
[0.5134439359267734, 'defining required standard']
[0.5133108008860798, 'capable leading establishment']
[0.512447033898305, 'protection needs asylum']
[0.5123585972850679, 'ukraine lodged court']
[0.5121221127717391, 'relating article 11']
[0.5109742321789686, '14 18 convention']
[0.5103664729780801, 'health adequately secured']
[0.5093865226219905, 'access natural light']
[0.5077116835417907, 'placed necessary material']
[0.5073396635015825, 'south east turkey']
[0.5048945443143812, 'acts omissions authorities']
[0.5035261387163561, 'steps prevent ill']
[0.500433869199854, 'does established required']
[0.5, 'nature type complaint']
[0.5, 'specific nature type']
[0.5, 'type complaint legal']
[0.49861314809781865, 'acting official capacity']
[0.4978574414715719, 'important consider instance']
[0.4978574414715719, 'necessary regard important']
[0.4978574414715719, 'considered necessary regard']
[0.4978574414715719, 'regard important consider']
[0.49761725479771846, 'state health victim']
[0.4972627253446448, 'intensity exceeding unavoidable']
[0.49718415583185405, 'conditions applicant detention']
[0.4966032608695652, 'demonstrators engage acts']
[0.4921306034568293, 'admissibility merits application']
[0.4907667134174848, 'detention does entail']
[0.4907667134174848, 'does entail use']
[0.4898272291723635, 'conclusions close investigation']
[0.4898272291723635, 'founded conclusions close']
[0.4897307205772114, 'court reiterates article']
[0.4896974597282435, 'treatment attain minimum']
[0.48905165697597613, 'similar unrebutted presumptions']
[0.48905165697597613, 'unrebutted presumptions fact']
[0.48788612891420935, 'concordant inferences similar']
[0.48765929106777195, 'sex age state']
[0.4875462066537582, 'relating status refugees']
[0.4870356421305866, 'material placed necessary']
[0.4868659420289855, 'measure subject distress']
[0.4860115173072747, 'inferences similar unrebutted']
[0.48584539802123994, 'principles present case']
[0.4855367832388154, 'agent mr zaytsev']
[0.48418231873197903, 'issue light material']
[0.48418231873197903, 'light material placed']
[0.48356658353322424, 'remedy required article']
[0.4833225178455548, 'indicated rule 39']
[0.4826100247452974, 'manner method execution']
[0.48069174632541894, 'treatment physical mental']
[0.4801175415920316, 'effective remedy national']
[0.4795033897497195, 'effective official investigation']
[0.4787874697594252, 'case duration treatment']
[0.4786956521739131, 'imposes states positive']
[0.4786091863668585, 'duration treatment physical']
[0.47805958132045095, 'real risk treatment']
[0.47657508051529784, 'engage acts violence']
[0.4748222119303564, 'follow coexistence sufficiently']
[0.4744631068600497, 'circumstances case duration']
[0.47360248447204967, 'degrading treatment proscribed']
[0.4721989828506598, 'coexistence sufficiently strong']
[0.4720244565217391, 'change course time']
[0.4695008581235698, 'arguable claims violations']
[0.4695008581235698, 'claims violations convention']
[0.4695008581235698, 'complaints raised arguable']
[0.4695008581235698, 'ill founded necessitated']
[0.4695008581235698, 'violations convention purposes']
[0.46938517933902973, 'distress hardship intensity']
[0.46938517933902973, 'hardship intensity exceeding']
[0.46845828265112727, 'article convention reads']
[0.4673459150761592, 'proof reasonable doubt']
[0.46708414777379126, 'relative depends circumstances']
[0.46634871401560285, 'circumstances present case']
[0.4660219103046902, 'necessary material obtained']
[0.46539855072463776, 'mentioned cases rejects']
[0.4640859177816166, 'violation committed persons']
[0.46244032690202597, 'clear concordant inferences']
[0.46244032690202597, 'strong clear concordant']
[0.4619370361289697, 'enshrines basic values']
[0.4616928984599179, 'convention reads follows']
[0.4616540595760059, 'national authority notwithstanding']
[0.4616540595760059, 'persons acting official']
[0.4616540595760059, 'authority notwithstanding violation']
[0.4616540595760059, 'committed persons acting']
[0.4615760439342964, 'sufficiently strong clear']
[0.46107588566827695, 'detained unidentified state']
[0.4605751391465678, 'ukrainian government government']
[0.4604357089920949, 'high commissioner refugees']
[0.45921474547493574, 'standard proof reasonable']
[0.4572876140422724, 'complaint convention remedy']
[0.45566944903075896, 'application principles present']
[0.45547289380519823, 'freedoms convention russian']
[0.45402994296612903, 'fundamental values democratic']
[0.4537448747981305, 'basic values democratic']
[0.45167081368954076, 'rights building strasbourg']
[0.45167081368954076, 'human rights building']
[0.45117904316377083, 'representative russian federation']
[0.44877717391304356, 'cases rejects government']
[0.44863498483316483, 'social need particular']
[0.4479051124434057, '52 rules court']
[0.4476356015019249, 'contrary article convention']
[0.44690447768181074, 'accordingly violation article']
[0.4462444655451703, 'notes complaint manifestly']
[0.4454336535024633, 'rule 52 rules']
[0.4453560301265522, 'enshrines fundamental values']
[0.4440461640265226, 'level severity fall']
[0.44392905099253205, 'court rule 52']
[0.44300711435598894, 'mental effects cases']
[0.4416915285427586, 'severity fall scope']
[0.4408804440693733, 'reads follows shall']
[0.44052154432652096, 'eur respect non']
[0.43942555311190057, 'authorities respondent state']
[0.43879234219038354, 'section court rule']
[0.43875883020772016, 'proper conduct proceedings']
[0.438426906779661, 'needs asylum seekers']
[0.4382073011734029, 'applicant government filed']
[0.43787963554987214, 'submissions parties finding']
[0.43509140316205536, 'reasonable steps prevent']
[0.43485253769234805, 'violation article 13']
[0.4335625554569654, '29 facts circumstances']
[0.43339194373401535, '6293 04 10']
[0.43339194373401535, '04 10 july']
[0.4331703393767828, 'effective investigation capable']
[0.43010556020066887, 'assessment minimum level']
[0.4299749163879598, 'measure imposed connection']
[0.4298233695652174, 'criminal investigation file']
[0.4283596837944664, 'state agent charged']
[0.4283423913043478, 'necessitated examination merits']
[0.42828027950310554, 'concerns material conditions']
[0.4279891304347826, 'court human rights']
[0.42786197977214596, 'freedoms convention ukrainian']
[0.4260564131625751, 'pursuant article 35']
[0.4254844097461851, 'ensure individuals jurisdiction']
[0.425125673138679, 'notice application government']
[0.4247964256560547, 'article 29 facts']
[0.42395506031885244, 'leading identification punishment']
[0.42332549941245595, 'founded necessitated examination']
[0.42279006348165593, 'commission human rights']
[0.42155875187406294, 'personal space afforded']
[0.42106959137409905, 'rise drawing inferences']
[0.42093807394565647, 'public human rights']
[0.42060236256664824, 'hasty ill founded']
[0.42060236256664824, 'ill founded conclusions']
[0.42042748502074057, 'scope obligation article']
[0.41995751118032826, 'tax chargeable costs']
[0.41995751118032826, 'chargeable costs expenses']
[0.41864083983649203, 'context treatment duration']
[0.41864083983649203, 'treatment duration physical']
[0.41758333954806476, 'followed investigation comply']
[0.41758333954806476, 'principles followed investigation']
[0.4170827395552146, 'government submitted applicant']
[0.41646080368906463, 'guiding principles followed']
[0.41646080368906463, 'developed number guiding']
[0.41646080368906463, 'number guiding principles']
[0.4153790873158462, 'comply convention requirements']
[0.4143662295836209, 'interim measure indicated']
[0.41383605072463764, 'acts violence important']
[0.41383605072463764, 'violence important public']
[0.41377209746774973, 'force public exposure']
[0.41377209746774973, 'entail use force']
[0.41377209746774973, 'normally rise issue']
[0.41377209746774973, 'imposed connection lawful']
[0.41377209746774973, 'use force public']
[0.41377209746774973, 'does normally rise']
[0.41377209746774973, 'exceeding reasonably considered']
[0.41377209746774973, 'exposure exceeding reasonably']
[0.41377209746774973, 'public exposure exceeding']
[0.413626295379812, 'capable leading identification']
[0.4128746961922765, 'square metres personal']
[0.4128746961922765, 'metres personal space']
[0.41285168028401903, 'court heard addresses']
[0.41186625223347234, 'detention pending extradition']
[0.4118293246993525, 'varies depending nature']
[0.4113435734730156, 'thorough effective investigation']
[0.4110312226418381, 'complained article convention']
[0.4109842107232387, 'committee prevention torture']
[0.41008979206049145, 'humiliate debase person']
[0.40846331023265875, 'lack personal space']
[0.40845419891601586, 'nature applicant complaint']
[0.40786161187698833, 'treatment degrading meaning']
[0.40713049550643665, 'prevention torture inhuman']
[0.4068736021073582, 'effective practice law']
[0.40686506925573673, 'commissioner refugees unhcr']
[0.40342245122168024, 'prohibits absolute terms']
[0.40317673980347285, 'right respect private']
[0.4031729539641944, 'authorities obligation carry']
[0.40284016599050565, 'depending nature applicant']
[0.4021404066343551, 'meaning article convention']
[0.40209619837469784, 'level severity relative']
[0.40158248081841436, 'obligation high contracting']
[0.4015061472790941, 'russian national mr']
[0.4002522219553206, 'evidence concerning incident']
[0.40023818597560973, 'desirable interests parties']
[0.4000290168768429, 'detention view extradition']
[0.3994934094038953, 'person presumed dead']
[0.3990561917701863, 'gatherings freedom assembly']
[0.3990561917701863, 'convention deprived substance']
[0.3990561917701863, 'degree tolerance peaceful']
[0.3990561917701863, 'authorities certain degree']
[0.3990561917701863, 'important public authorities']
[0.3990561917701863, 'peaceful gatherings freedom']
[0.3990561917701863, 'tolerance peaceful gatherings']
[0.3990561917701863, '11 convention deprived']
[0.3990561917701863, 'public authorities certain']
[0.3988565632348195, 'debase person concerned']
[0.3986856827971463, 'space afforded detainees']
[0.39835911371237454, 'eligibility guidelines assessing']
[0.39807452345532834, 'applicant complaint convention']
[0.3977126771117395, 'necessary democratic society']
[0.3964194373401535, 'matter established international']
[0.396223701512163, 'drawing inferences foundedness']
[0.39571978642438743, 'inter alia eyewitness']
[0.3937981442577031, 'government represented mr']
[0.3930829383172661, 'court notes complaint']
[0.3928940217391304, 'principle convention intended']
[0.39163853836918433, 'investigation capable leading']
[0.39139070560058953, 'close relatives victim']
[0.3912507151029748, 'application republic latvia']
[0.39110174780385676, 'law necessary democratic']
[0.3909048449851779, 'race religion nationality']
[0.39083649672256904, 'absolute terms torture']
[0.39083649672256904, 'terms torture inhuman']
[0.3901752378658317, 'high contracting parties']
[0.3900758441924571, 'establishment facts case']
[0.389158226284585, 'treatment punishment cpt']
[0.38895077560617813, 'european committee prevention']
[0.38797129755434784, 'paragraph article 11']
[0.3858749249635537, 'subject supervision committee']
[0.3852095200919667, 'secure evidence concerning']
[0.3851626382334931, 'torture ill treatment']
[0.3845926695276917, 'inferences foundedness applicant']
[0.38419883328711985, 'european commission human']
[0.38344332298136646, 'treatment administered private']
[0.38285009992658453, 'making council europe']
[0.38285009992658453, 'societies making council']
[0.3823640444413869, 'article 13 varies']
[0.3814446239717979, 'civil political rights']
[0.38139693603012775, 'effective investigation circumstances']
[0.380749109079866, 'prevention disorder crime']
[0.3800843253968254, 'hands satisfactory explanation']
[0.3795289855072464, '13 varies depending']
[0.3792382312406742, 'conduct effective investigation']
[0.37819751689404574, 'depriving person liberty']
[0.3779907873806999, 'human rights commission']
[0.3776679841897233, 'regarded life x2011']
[0.37760416666666663, 'comply interim measures']
[0.37753821123897097, 'object humiliate debase']
[0.3763529868469127, 'breach article provision']
[0.37627882531660156, 'severity relative depends']
[0.3758989137177689, 'states afforded discretion']
[0.3753107649227401, 'appeared court government']
[0.37485979062066016, 'article provision read']
[0.3746612067841869, 'decided examine merits']
[0.3745935625047467, '13 effective practice']
[0.37449048913043476, 'attained threshold degrading']
[0.37449048913043476, 'inherent detention attained']
[0.37449048913043476, 'detention attained threshold']
[0.3744812252964427, 'threshold degrading treatment']
[0.37360733695652176, 'identity persons responsible']
[0.3734714673913043, 'previously joined merits']
[0.37345318252542076, 'court does consider']
[0.37223122282851084, 'interference public authority']
[0.3716356107660455, 'convention adopts standard']
[0.3712439046890206, 'pre trial detention']
[0.37041711494017326, 'addition payment compensation']
[0.36920834479911946, 'private family life']
[0.3691680602006689, 'united nations high']
[0.3691680602006689, 'nations high commissioner']
[0.3690203025664868, 'article 46 convention']
[0.3689868804664723, 'ill treatment country']
[0.3685199660063791, 'investigation comply convention']
[0.36837635869565216, 'agent charged crimes']
[0.36827436258825574, 'enjoyment rights freedoms']
[0.36815395424470265, 'convention russian national']
[0.3679925994449583, 'payment compensation appropriate']
[0.3677800435214941, 'degrading meaning article']
[0.3672404422788606, 'public prosecutor office']
[0.36700418688401804, 'raises arguable claim']
[0.366752367376031, 'ukrainian national mr']
[0.3667311442084301, 'convention ukrainian national']
[0.36667284255599475, 'treatment inflicted private']
[0.3661684782608695, 'state agents subsequent']
[0.36611736309367016, 'contracting states afforded']
[0.36610129001433345, 'submit information hands']
[0.36610129001433345, 'information hands satisfactory']
[0.36550918820114975, 'logged custody records']
[0.3653360905398949, 'detained state agents']
[0.3653235871091842, 'incident including inter']
[0.3648996962915601, 'right peaceful assembly']
[0.3641882821677815, 'allegations ill treatment']
[0.3625414579172943, 'national security public']
[0.3623107846432534, 'foundedness applicant allegations']
[0.3620822760150257, 'individual raises arguable']
[0.3619503354351492, 'filed observations merits']
[0.3617068136184974, 'concerning incident including']
[0.36159222677887304, 'democratic society interests']
[0.3612032773564463, 'deficiency investigation undermines']
[0.3609490478726946, 'accordance law necessary']
[0.36078101341120483, 'corroborating refuting allegations']
[0.3606573645333201, 'court awards applicant']
[0.36039745278875707, 'operation individual petition']
[0.35998063802854896, 'available secure evidence']
[0.3598177503757724, 'automatic suspensive effect']
[0.3597930602006689, 'case allegations prove']
[0.3597930602006689, 'allegations prove true']
[0.35900752607951214, 'interests national security']
[0.3582785087719298, 'parties article convention']
[0.3573160535117057, 'individual petition instituted']
[0.3573160535117057, 'petition instituted article']
[0.35696640316205536, 'treatment utmost importance']
[0.35641163793103453, 'european parliament council']
[0.35622824004664333, 'arguable claim seriously']
[0.35595686171443996, 'personality manner incompatible']
[0.35592671052041563, 'shall interference public']
[0.3557851239669421, 'assessing conditions detention']
[0.3555887264105006, 'criminal proceedings applicant']
[0.35546520857218455, 'turkish government government']
[0.3552520671638899, 'torture cruel inhuman']
[0.3549517134336782, 'right accordance law']
[0.35472247083421937, 'costs expenses incurred']
[0.3541062801932367, 'senate supreme court']
[0.3537186230774353, 'public authority exercise']
[0.3535034937888198, 'examines criminal case']
[0.35320466514107124, 'investigation undermines ability']
[0.35290760869565224, 'does mean purposes']
[0.35290760869565224, 'mean purposes article']
[0.35290760869565224, 'protection complaints declared']
[0.35290760869565224, 'outside scope protection']
[0.35290760869565224, 'scope protection complaints']
[0.3526590742550073, 'claim seriously ill']
[0.3524657879682042, 'account conditions applicant']
[0.3523986032000458, 'application ukraine lodged']
[0.3523986032000458, 'originated application ukraine']
[0.3523096403569084, 'authority exercise right']
[0.3523096403569084, 'exercise right accordance']
[0.351760643115942, 'court cassation justice']
[0.351760643115942, 'high court cassation']
[0.35141851111220973, 'provision domestic remedy']
[0.3513875164690382, 'court rule 39']
[0.3513635815535379, 'present case applicant']
[0.3502434678275147, 'alleged ill treatment']
[0.35010315910752976, 'domestic legal order']
[0.34964339339339334, 'convention requires authorities']
[0.34935836046734337, 'appropriate thorough effective']
[0.34935836046734337, 'compensation appropriate thorough']
[0.3490040965355532, 'undermines ability establish']
[0.34892036165606216, 'cruel inhuman degrading']
[0.34879489603024566, 'articles 13 14']
[0.34818681483398234, 'obligation result means']
[0.3477784134248665, 'view deportation setting']
[0.3476411452581932, 'ability establish cause']
[0.34753825966295304, 'ill treatment court']
[0.3474331805645685, 'democratic societies making']
[0.34694896091894206, 'place public human']
[0.3465745125237161, 'seriously ill treated']
[0.34637259858442876, 'arouses feelings fear']
[0.34637259858442876, 'dignity arouses feelings']
[0.34637259858442876, 'individual showing lack']
[0.34637259858442876, 'respect diminishing human']
[0.34637259858442876, 'human dignity arouses']
[0.34637259858442876, 'lack respect diminishing']
[0.34637259858442876, 'debases individual showing']
[0.34637259858442876, 'showing lack respect']
[0.34637259858442876, 'humiliates debases individual']
[0.34587115069929697, 'values democratic societies']
[0.3455732977111204, 'true identification punishment']
[0.34475926099450277, 'requires authorities investigate']
[0.3447462212174832, 'accordance procedure prescribed']
[0.3447352993891238, 'measures depriving person']
[0.34316762894848596, 'covenant civil political']
[0.34316762894848596, 'international covenant civil']
[0.3427585193889542, 'criminal procedure file']
[0.3427585193889542, 'procedure file contained']
[0.34268013903563777, 'respect private family']
[0.342320415879017, 'administered private individuals']
[0.34176172863909016, 'rules court section']
[0.3413345190078445, 'amounted degrading treatment']
[0.34064954570932743, 'element suffering humiliation']
[0.34062040957400846, 'capable corroborating refuting']
[0.34021291655818797, 'fear anguish inferiority']
[0.33978294417606014, 'provide effective protection']
[0.33968262798791277, 'court section chamber']
[0.33932864010989006, 'chechnya prosecutor office']
[0.33902002006196036, 'government filed observations']
[0.33850498826291076, 'article assessment minimum']
[0.3380567134536387, 'including inter alia']
[0.3378455998693018, 'convention iii alleged']
[0.33764620355992636, 'individuals jurisdiction subjected']
[0.33685200668896326, 'rejected similar preliminary']
[0.33674422554347827, 'guidelines assessing international']
[0.33674422554347827, 'assessing international protection']
[0.3367384594739668, 'incompatible guarantees article']
[0.33661877738545, 'particularly thorough scrutiny']
[0.33577784579536557, 'finding violation article']
[0.3354910018865965, 'freedoms convention turkish']
[0.33535775580254984, 'government turkey rule']
[0.33535775580254984, 'indicate government turkey']
[0.33535775580254984, 'turkey rule 39']
[0.3351126974048969, 'convention procedural limb']
[0.334882274771705, 'include proximity family']
[0.33464269132931734, 'violation does lie']
[0.33459059589613915, 'inevitable element suffering']
[0.33426346528228423, 'rights freedoms defined']
[0.3329631379962193, 'responsible risk falling']
[0.3326539855072464, '2003 ordinance 56']
[0.3321493271221532, 'facie case court']
[0.331690596562184, 'court assessment general']
[0.3316356670267351, 'romanian government government']
[0.3313431962863088, 'distinct emotional distress']
[0.3311434434022056, 'positive obligations articles']
[0.3309458374505929, 'implication effective official']
[0.3309107694950189, 'information capable corroborating']
[0.3308722826086957, 'absence purpose conclusively']
[0.3308722826086957, 'purpose conclusively rule']
[0.330772551808208, 'use force excessive']
[0.3306033963627604, 'requisite medical assistance']
[0.32984334216783473, 'consider case article']
[0.3297850790513834, 'human rights violations']
[0.32932453646918153, 'right liberty security']
[0.3290992160232913, 'government access information']
[0.32818307946182185, 'secure jurisdiction rights']
[0.32818307946182185, 'jurisdiction rights freedoms']
[0.32810260391782137, 'similar preliminary objections']
[0.32777121432546696, 'commission article 25']
[0.3277195502874741, 'alia eyewitness testimony']
[0.32760081040701444, 'character distinct emotional']
[0.32760081040701444, 'dimension character distinct']
[0.3271960923953431, 'form effective official']
[0.32671672694213555, 'values democratic society']
[0.32665017651430694, 'requires implication form']
[0.3266458059497648, 'proximity family tie']
[0.3264661274014156, 'charged crimes involving']
[0.3261715445779056, 'republic turkey lodged']
[0.3256873401534527, 'feelings fear anguish']
[0.32550502461033637, 'illegal armed groups']
[0.32437070938215107, 'states positive obligations']
[0.3241364480574839, 'availability national level']
[0.32378470021548994, 'ill treatment arguable']
[0.3234510012343985, 'taken cumulative effects']
[0.3233848806273192, 'risk falling foul']
[0.3224775643953233, 'object purpose convention']
[0.3223761103319308, 'protocol article 14']
[0.32232100661625707, 'rights court ensure']
[0.32232100661625707, 'effective rights court']
[0.32232100661625707, 'practical effective rights']
[0.32215295722401793, 'requires implication effective']
[0.3219820971867008, 'defined convention taken']
[0.32151879622606766, 'application government decided']
[0.3214613041640634, 'implication form effective']
[0.3214613041640634, 'official investigation individuals']
[0.321459398976982, 'requires states measures']
[0.3212050276496356, 'procedure prescribed law']
[0.32107477002909035, 'acts security forces']
[0.320135108018722, 'article convention procedural']
[0.31989659462742714, 'account taken cumulative']
[0.3198474939968324, 'situation brought attention']
[0.31984105352417164, 'eyewitness testimony forensic']
[0.3197887683326399, 'instances respondent government']
[0.3197664591392149, 'persons control custody']
[0.31877969022681923, 'shall deprived liberty']
[0.3183876811594203, 'fall prohibition article']
[0.3183876811594203, 'characterised degrading fall']
[0.3183876811594203, 'physical resistance characterised']
[0.31802769971044115, 'convention rights freedoms']
[0.3178960789191672, 'providing requisite medical']
[0.31778311425682504, 'capable breaking individual']
[0.31778311425682504, 'inferiority capable breaking']
[0.3177367660580586, 'national level remedy']
[0.3176380723875998, 'falling foul standard']
[0.31743234339524506, 'forth convention shall']
[0.31743234339524506, 'shall secured discrimination']
[0.31743234339524506, 'convention shall secured']
[0.31743234339524506, 'secured discrimination ground']
[0.317431128185907, 'convention account conditions']
[0.3173753196930946, 'orders actions omissions']
[0.3173753196930946, 'illegal orders actions']
[0.3173707672421083, 'obligation carry effective']
[0.31727804294889894, 'persons deprived liberty']
[0.3168669871794872, 'originated application romania']
[0.3168669871794872, 'application romania lodged']
[0.31651884135996244, 'deprived liberty save']
[0.3156392752263643, 'criminal investigation abduction']
[0.3152367853018196, 'relied article convention']
[0.3150018501923193, 'particularly criminal offences']
[0.3147471624519373, 'nationality membership particular']
[0.3144428691451375, 'comply interim measure']
[0.31439686213991763, 'deprived liberty meaning']
[0.31435752745766, 'protect right life']
[0.31348060292092256, 'liberty security person']
[0.3133315201006672, 'afforded discretion manner']
[0.31299644648829433, 'given opening investigations']
[0.312914653784219, 'respect convention grievances']
[0.3127614748387406, 'liberty save following']
[0.3127614748387406, 'cases accordance procedure']
[0.3127614748387406, 'save following cases']
[0.3127614748387406, 'following cases accordance']
[0.31252682774854607, 'testimony forensic evidence']
[0.31247255160298637, 'prepared accept principle']
[0.3115942028985507, 'competent authorities act']
[0.31152173913043474, 'freedoms convention romanian']
[0.3113907965651772, 'authorities act exemplary']
[0.3113032956638415, 'assessing evidence court']
[0.3111933876811594, 'anguish inferiority capable']
[0.3111901801283072, 'investigation individuals killed']
[0.3110442546583851, 'natural light air']
[0.3107720338475064, 'physical mental suffering']
[0.3104347826086956, 'ensure state obligation']
[0.3104347826086956, 'rights jurisdiction adequately']
[0.3104347826086956, 'court ensure state']
[0.3104347826086956, 'protect rights jurisdiction']
[0.3104347826086956, 'jurisdiction adequately discharged']
[0.31042952285934333, 'treatment punishment irrespective']
[0.31036668213149526, 'forth article convention']
[0.31022641289796865, 'states measures designed']
[0.3099943534726143, 'damage caused citizens']
[0.30970950106207895, 'account lack personal']
[0.30951559920198124, 'conditions detention account']
[0.30893773449569634, 'contracting parties undertake']
[0.30811783788338387, 'section decided notice']
[0.3076475155279503, 'inhuman degrading conditions']
[0.307629767189057, 'represented agent mr']
[0.3075335556653492, 'standard health care']
[0.30745377823383396, 'separated living area']
[0.30737553048742433, 'provision read conjunction']
[0.30735562562230334, 'ill treatment administered']
[0.30674815393661403, 'social origin association']
[0.30674815393661403, 'origin association national']
[0.30674815393661403, 'association national minority']
[0.3065939355045724, 'form legitimate treatment']
[0.3062787181170292, 'period applicant detention']
[0.3062290969899666, 'evolved separate autonomous']
[0.3062160326086957, 'authorities taken reasonable']
[0.30620641566701734, 'ministry foreign affairs']
[0.306179328955314, 'legitimate treatment punishment']
[0.3060984531772575, 'court apply particularly']
[0.30581194851942, 'article convention iii']
[0.30471470909247617, 'hearing took place']
[0.304703532437683, 'make safeguards practical']
